MATCHUP,GAME_ID,SEASON,GAME_DATE,HOME_TEAM_NICKNAME,HOME_TEAM_ID,AWAY_TEAM_NICKNAME,AWAY_TEAM_ID
04/10/2018 76ers at Hawks,0021701214,2017-18,2018-04-10, Hawks,1610612737, 76ers,1610612755
04/08/2018 Hawks at Celtics,0021701202,2017-18,2018-04-08, Celtics,1610612738, Hawks,1610612737
04/06/2018 Hawks at Wizards,0021701184,2017-18,2018-04-06, Wizards,1610612764, Hawks,1610612737
04/04/2018 Heat at Hawks,0021701172,2017-18,2018-04-04, Hawks,1610612737, Heat,1610612748
04/03/2018 Hawks at Heat,0021701158,2017-18,2018-04-03, Heat,1610612748, Hawks,1610612737
04/01/2018 Magic at Hawks,0021701147,2017-18,2018-04-01, Hawks,1610612737, Magic,1610612753
03/30/2018 76ers at Hawks,0021701130,2017-18,2018-03-30, Hawks,1610612737, 76ers,1610612755
03/28/2018 Hawks at Timberwolves,0021701120,2017-18,2018-03-28, Timberwolves,1610612750, Hawks,1610612737
03/25/2018 Hawks at Rockets,0021701101,2017-18,2018-03-25, Rockets,1610612745, Hawks,1610612737
03/23/2018 Hawks at Warriors,0021701087,2017-18,2018-03-23, Warriors,1610612744, Hawks,1610612737
03/22/2018 Hawks at Kings,0021701077,2017-18,2018-03-22, Kings,1610612758, Hawks,1610612737
03/20/2018 Hawks at Jazz,0021701062,2017-18,2018-03-20, Jazz,1610612762, Hawks,1610612737
03/17/2018 Hawks at Bucks,0021701041,2017-18,2018-03-17, Bucks,1610612749, Hawks,1610612737
03/15/2018 Hornets at Hawks,0021701021,2017-18,2018-03-15, Hawks,1610612737, Hornets,1610612766
03/13/2018 Thunder at Hawks,0021701007,2017-18,2018-03-13, Hawks,1610612737, Thunder,1610612760
03/11/2018 Bulls at Hawks,0021700993,2017-18,2018-03-11, Hawks,1610612737, Bulls,1610612741
03/09/2018 Hawks at Pacers,0021700978,2017-18,2018-03-09, Pacers,1610612754, Hawks,1610612737
03/06/2018 Hawks at Raptors,0021700958,2017-18,2018-03-06, Raptors,1610612761, Hawks,1610612737
03/04/2018 Suns at Hawks,0021700943,2017-18,2018-03-04, Hawks,1610612737, Suns,1610612756
03/02/2018 Warriors at Hawks,0021700928,2017-18,2018-03-02, Hawks,1610612737, Warriors,1610612744
02/28/2018 Pacers at Hawks,0021700915,2017-18,2018-02-28, Hawks,1610612737, Pacers,1610612754
02/26/2018 Lakers at Hawks,0021700897,2017-18,2018-02-26, Hawks,1610612737, Lakers,1610612747
02/23/2018 Hawks at Pacers,0021700874,2017-18,2018-02-23, Pacers,1610612754, Hawks,1610612737
02/14/2018 Hawks at Pistons,0021700853,2017-18,2018-02-14, Pistons,1610612765, Hawks,1610612737
02/13/2018 Hawks at Bucks,0021700848,2017-18,2018-02-13, Bucks,1610612749, Hawks,1610612737
02/11/2018 Pistons at Hawks,0021700834,2017-18,2018-02-11, Hawks,1610612737, Pistons,1610612765
02/09/2018 Cavaliers at Hawks,0021700819,2017-18,2018-02-09, Hawks,1610612737, Cavaliers,1610612739
02/08/2018 Hawks at Magic,0021700811,2017-18,2018-02-08, Magic,1610612753, Hawks,1610612737
02/06/2018 Grizzlies at Hawks,0021700799,2017-18,2018-02-06, Hawks,1610612737, Grizzlies,1610612763
02/04/2018 Hawks at Knicks,0021700786,2017-18,2018-02-04, Knicks,1610612752, Hawks,1610612737
02/02/2018 Hawks at Celtics,0021700767,2017-18,2018-02-02, Celtics,1610612738, Hawks,1610612737
01/31/2018 Hornets at Hawks,0021700755,2017-18,2018-01-31, Hawks,1610612737, Hornets,1610612766
01/29/2018 Timberwolves at Hawks,0021700739,2017-18,2018-01-29, Hawks,1610612737, Timberwolves,1610612750
01/27/2018 Wizards at Hawks,0021700726,2017-18,2018-01-27, Hawks,1610612737, Wizards,1610612764
01/26/2018 Hawks at Hornets,0021700714,2017-18,2018-01-26, Hornets,1610612766, Hawks,1610612737
01/24/2018 Raptors at Hawks,0021700705,2017-18,2018-01-24, Hawks,1610612737, Raptors,1610612761
01/22/2018 Jazz at Hawks,0021700688,2017-18,2018-01-22, Hawks,1610612737, Jazz,1610612762
01/20/2018 Bulls at Hawks,0021700675,2017-18,2018-01-20, Hawks,1610612737, Bulls,1610612741
01/17/2018 Pelicans at Hawks,0021700654,2017-18,2018-01-17, Hawks,1610612737, Pelicans,1610612740
01/15/2018 Spurs at Hawks,0021700641,2017-18,2018-01-15, Hawks,1610612737, Spurs,1610612759
01/12/2018 Nets at Hawks,0021700621,2017-18,2018-01-12, Hawks,1610612737, Nets,1610612751
01/10/2018 Hawks at Nuggets,0021700612,2017-18,2018-01-10, Nuggets,1610612743, Hawks,1610612737
01/08/2018 Hawks at Clippers,0021700598,2017-18,2018-01-08, Clippers,1610612746, Hawks,1610612737
01/07/2018 Hawks at Lakers,0021700590,2017-18,2018-01-07, Lakers,1610612747, Hawks,1610612737
01/05/2018 Hawks at Trail Blazers,0021700576,2017-18,2018-01-05, Trail Blazers,1610612757, Hawks,1610612737
01/02/2018 Hawks at Suns,0021700551,2017-18,2018-01-02, Suns,1610612756, Hawks,1610612737
12/30/2017 Trail Blazers at Hawks,0021700533,2017-18,2017-12-30, Hawks,1610612737, Trail Blazers,1610612757
12/29/2017 Hawks at Raptors,0021700522,2017-18,2017-12-29, Raptors,1610612761, Hawks,1610612737
12/27/2017 Wizards at Hawks,0021700508,2017-18,2017-12-27, Hawks,1610612737, Wizards,1610612764
12/23/2017 Mavericks at Hawks,0021700484,2017-18,2017-12-23, Hawks,1610612737, Mavericks,1610612742
12/22/2017 Hawks at Thunder,0021700477,2017-18,2017-12-22, Thunder,1610612760, Hawks,1610612737
12/20/2017 Pacers at Hawks,0021700455,2017-18,2017-12-20, Hawks,1610612737, Pacers,1610612754
12/18/2017 Heat at Hawks,0021700443,2017-18,2017-12-18, Hawks,1610612737, Heat,1610612748
12/15/2017 Hawks at Grizzlies,0021700425,2017-18,2017-12-15, Grizzlies,1610612763, Hawks,1610612737
12/14/2017 Pistons at Hawks,0021700413,2017-18,2017-12-14, Hawks,1610612737, Pistons,1610612765
12/12/2017 Hawks at Cavaliers,0021700397,2017-18,2017-12-12, Cavaliers,1610612739, Hawks,1610612737
12/10/2017 Hawks at Knicks,0021700390,2017-18,2017-12-10, Knicks,1610612752, Hawks,1610612737
12/09/2017 Magic at Hawks,0021700378,2017-18,2017-12-09, Hawks,1610612737, Magic,1610612753
12/06/2017 Hawks at Magic,0021700355,2017-18,2017-12-06, Magic,1610612753, Hawks,1610612737
12/04/2017 Nets at Hawks,0021700342,2017-18,2017-12-04, Hawks,1610612737, Nets,1610612751
12/02/2017 Hawks at Nets,0021700328,2017-18,2017-12-02, Nets,1610612751, Hawks,1610612737
11/30/2017 Cavaliers at Hawks,0021700313,2017-18,2017-11-30, Hawks,1610612737, Cavaliers,1610612739
11/25/2017 Raptors at Hawks,0021700280,2017-18,2017-11-25, Hawks,1610612737, Raptors,1610612761
11/24/2017 Knicks at Hawks,0021700268,2017-18,2017-11-24, Hawks,1610612737, Knicks,1610612752
11/22/2017 Clippers at Hawks,0021700256,2017-18,2017-11-22, Hawks,1610612737, Clippers,1610612746
11/20/2017 Hawks at Spurs,0021700250,2017-18,2017-11-20, Spurs,1610612759, Hawks,1610612737
11/18/2017 Celtics at Hawks,0021700230,2017-18,2017-11-18, Hawks,1610612737, Celtics,1610612738
11/15/2017 Kings at Hawks,0021700204,2017-18,2017-11-15, Hawks,1610612737, Kings,1610612758
11/13/2017 Hawks at Pelicans,0021700195,2017-18,2017-11-13, Pelicans,1610612740, Hawks,1610612737
11/11/2017 Hawks at Wizards,0021700177,2017-18,2017-11-11, Wizards,1610612764, Hawks,1610612737
11/10/2017 Hawks at Pistons,0021700169,2017-18,2017-11-10, Pistons,1610612765, Hawks,1610612737
11/06/2017 Celtics at Hawks,0021700146,2017-18,2017-11-06, Hawks,1610612737, Celtics,1610612738
11/05/2017 Hawks at Cavaliers,0021700136,2017-18,2017-11-05, Cavaliers,1610612739, Hawks,1610612737
11/03/2017 Rockets at Hawks,0021700123,2017-18,2017-11-03, Hawks,1610612737, Rockets,1610612745
11/01/2017 Hawks at 76ers,0021700107,2017-18,2017-11-01, 76ers,1610612755, Hawks,1610612737
10/29/2017 Bucks at Hawks,0021700085,2017-18,2017-10-29, Hawks,1610612737, Bucks,1610612749
10/27/2017 Nuggets at Hawks,0021700072,2017-18,2017-10-27, Hawks,1610612737, Nuggets,1610612743
10/26/2017 Hawks at Bulls,0021700065,2017-18,2017-10-26, Bulls,1610612741, Hawks,1610612737
10/23/2017 Hawks at Heat,0021700042,2017-18,2017-10-23, Heat,1610612748, Hawks,1610612737
10/22/2017 Hawks at Nets,0021700038,2017-18,2017-10-22, Nets,1610612751, Hawks,1610612737
10/20/2017 Hawks at Hornets,0021700017,2017-18,2017-10-20, Hornets,1610612766, Hawks,1610612737
10/18/2017 Hawks at Mavericks,0021700009,2017-18,2017-10-18, Mavericks,1610612742, Hawks,1610612737
04/11/2018 Nets at Celtics,0021701219,2017-18,2018-04-11, Celtics,1610612738, Nets,1610612751
04/10/2018 Celtics at Wizards,0021701215,2017-18,2018-04-10, Wizards,1610612764, Celtics,1610612738
04/06/2018 Bulls at Celtics,0021701185,2017-18,2018-04-06, Celtics,1610612738, Bulls,1610612741
04/04/2018 Celtics at Raptors,0021701171,2017-18,2018-04-04, Raptors,1610612761, Celtics,1610612738
04/03/2018 Celtics at Bucks,0021701162,2017-18,2018-04-03, Bucks,1610612749, Celtics,1610612738
03/31/2018 Raptors at Celtics,0021701140,2017-18,2018-03-31, Celtics,1610612738, Raptors,1610612761
03/28/2018 Celtics at Jazz,0021701121,2017-18,2018-03-28, Jazz,1610612762, Celtics,1610612738
03/26/2018 Celtics at Suns,0021701107,2017-18,2018-03-26, Suns,1610612756, Celtics,1610612738
03/25/2018 Celtics at Kings,0021701099,2017-18,2018-03-25, Kings,1610612758, Celtics,1610612738
03/23/2018 Celtics at Trail Blazers,0021701086,2017-18,2018-03-23, Trail Blazers,1610612757, Celtics,1610612738
03/20/2018 Thunder at Celtics,0021701059,2017-18,2018-03-20, Celtics,1610612738, Thunder,1610612760
03/18/2018 Celtics at Pelicans,0021701047,2017-18,2018-03-18, Pelicans,1610612740, Celtics,1610612738
03/16/2018 Celtics at Magic,0021701029,2017-18,2018-03-16, Magic,1610612753, Celtics,1610612738
03/14/2018 Wizards at Celtics,0021701017,2017-18,2018-03-14, Celtics,1610612738, Wizards,1610612764
03/11/2018 Pacers at Celtics,0021700998,2017-18,2018-03-11, Celtics,1610612738, Pacers,1610612754
03/08/2018 Celtics at Timberwolves,0021700974,2017-18,2018-03-08, Timberwolves,1610612750, Celtics,1610612738
03/05/2018 Celtics at Bulls,0021700953,2017-18,2018-03-05, Bulls,1610612741, Celtics,1610612738
03/03/2018 Celtics at Rockets,0021700939,2017-18,2018-03-03, Rockets,1610612745, Celtics,1610612738
02/28/2018 Hornets at Celtics,0021700916,2017-18,2018-02-28, Celtics,1610612738, Hornets,1610612766
02/26/2018 Grizzlies at Celtics,0021700898,2017-18,2018-02-26, Celtics,1610612738, Grizzlies,1610612763
02/24/2018 Celtics at Knicks,0021700886,2017-18,2018-02-24, Knicks,1610612752, Celtics,1610612738
02/23/2018 Celtics at Pistons,0021700873,2017-18,2018-02-23, Pistons,1610612765, Celtics,1610612738
02/14/2018 Clippers at Celtics,0021700858,2017-18,2018-02-14, Celtics,1610612738, Clippers,1610612746
02/11/2018 Cavaliers at Celtics,0021700835,2017-18,2018-02-11, Celtics,1610612738, Cavaliers,1610612739
02/09/2018 Pacers at Celtics,0021700820,2017-18,2018-02-09, Celtics,1610612738, Pacers,1610612754
02/08/2018 Celtics at Wizards,0021700813,2017-18,2018-02-08, Wizards,1610612764, Celtics,1610612738
02/06/2018 Celtics at Raptors,0021700798,2017-18,2018-02-06, Raptors,1610612761, Celtics,1610612738
02/04/2018 Trail Blazers at Celtics,0021700784,2017-18,2018-02-04, Celtics,1610612738, Trail Blazers,1610612757
01/31/2018 Knicks at Celtics,0021700758,2017-18,2018-01-31, Celtics,1610612738, Knicks,1610612752
01/29/2018 Celtics at Nuggets,0021700743,2017-18,2018-01-29, Nuggets,1610612743, Celtics,1610612738
01/27/2018 Celtics at Warriors,0021700728,2017-18,2018-01-27, Warriors,1610612744, Celtics,1610612738
01/24/2018 Celtics at Clippers,0021700709,2017-18,2018-01-24, Clippers,1610612746, Celtics,1610612738
01/23/2018 Celtics at Lakers,0021700700,2017-18,2018-01-23, Lakers,1610612747, Celtics,1610612738
01/21/2018 Magic at Celtics,0021700683,2017-18,2018-01-21, Celtics,1610612738, Magic,1610612753
01/18/2018 76ers at Celtics,0021700663,2017-18,2018-01-18, Celtics,1610612738, 76ers,1610612755
01/16/2018 Pelicans at Celtics,0021700650,2017-18,2018-01-16, Celtics,1610612738, Pelicans,1610612740
01/11/2018 Celtics at 76ers,0021700614,2017-18,2018-01-11, 76ers,1610612755, Celtics,1610612738
01/06/2018 Celtics at Nets,0021700579,2017-18,2018-01-06, Nets,1610612751, Celtics,1610612738
01/05/2018 Timberwolves at Celtics,0021700570,2017-18,2018-01-05, Celtics,1610612738, Timberwolves,1610612750
01/03/2018 Cavaliers at Celtics,0021700559,2017-18,2018-01-03, Celtics,1610612738, Cavaliers,1610612739
12/31/2017 Nets at Celtics,0021700539,2017-18,2017-12-31, Celtics,1610612738, Nets,1610612751
12/28/2017 Rockets at Celtics,0021700517,2017-18,2017-12-28, Celtics,1610612738, Rockets,1610612745
12/27/2017 Celtics at Hornets,0021700506,2017-18,2017-12-27, Hornets,1610612766, Celtics,1610612738
12/25/2017 Wizards at Celtics,0021700495,2017-18,2017-12-25, Celtics,1610612738, Wizards,1610612764
12/23/2017 Bulls at Celtics,0021700485,2017-18,2017-12-23, Celtics,1610612738, Bulls,1610612741
12/21/2017 Celtics at Knicks,0021700468,2017-18,2017-12-21, Knicks,1610612752, Celtics,1610612738
12/20/2017 Heat at Celtics,0021700456,2017-18,2017-12-20, Celtics,1610612738, Heat,1610612748
12/18/2017 Celtics at Pacers,0021700442,2017-18,2017-12-18, Pacers,1610612754, Celtics,1610612738
12/16/2017 Celtics at Grizzlies,0021700436,2017-18,2017-12-16, Grizzlies,1610612763, Celtics,1610612738
12/15/2017 Jazz at Celtics,0021700423,2017-18,2017-12-15, Celtics,1610612738, Jazz,1610612762
12/13/2017 Nuggets at Celtics,0021700407,2017-18,2017-12-13, Celtics,1610612738, Nuggets,1610612743
12/11/2017 Celtics at Bulls,0021700391,2017-18,2017-12-11, Bulls,1610612741, Celtics,1610612738
12/10/2017 Celtics at Pistons,0021700386,2017-18,2017-12-10, Pistons,1610612765, Celtics,1610612738
12/08/2017 Celtics at Spurs,0021700374,2017-18,2017-12-08, Spurs,1610612759, Celtics,1610612738
12/06/2017 Mavericks at Celtics,0021700356,2017-18,2017-12-06, Celtics,1610612738, Mavericks,1610612742
12/04/2017 Bucks at Celtics,0021700343,2017-18,2017-12-04, Celtics,1610612738, Bucks,1610612749
12/02/2017 Suns at Celtics,0021700326,2017-18,2017-12-02, Celtics,1610612738, Suns,1610612756
11/30/2017 76ers at Celtics,0021700314,2017-18,2017-11-30, Celtics,1610612738, 76ers,1610612755
11/27/2017 Pistons at Celtics,0021700292,2017-18,2017-11-27, Celtics,1610612738, Pistons,1610612765
11/25/2017 Celtics at Pacers,0021700281,2017-18,2017-11-25, Pacers,1610612754, Celtics,1610612738
11/24/2017 Magic at Celtics,0021700269,2017-18,2017-11-24, Celtics,1610612738, Magic,1610612753
11/22/2017 Celtics at Heat,0021700257,2017-18,2017-11-22, Heat,1610612748, Celtics,1610612738
11/20/2017 Celtics at Mavericks,0021700249,2017-18,2017-11-20, Mavericks,1610612742, Celtics,1610612738
11/16/2017 Warriors at Celtics,0021700215,2017-18,2017-11-16, Celtics,1610612738, Warriors,1610612744
11/14/2017 Celtics at Nets,0021700201,2017-18,2017-11-14, Nets,1610612751, Celtics,1610612738
11/12/2017 Raptors at Celtics,0021700188,2017-18,2017-11-12, Celtics,1610612738, Raptors,1610612761
11/10/2017 Hornets at Celtics,0021700170,2017-18,2017-11-10, Celtics,1610612738, Hornets,1610612766
11/08/2017 Lakers at Celtics,0021700161,2017-18,2017-11-08, Celtics,1610612738, Lakers,1610612747
11/05/2017 Celtics at Magic,0021700138,2017-18,2017-11-05, Magic,1610612753, Celtics,1610612738
11/03/2017 Celtics at Thunder,0021700129,2017-18,2017-11-03, Thunder,1610612760, Celtics,1610612738
11/01/2017 Kings at Celtics,0021700109,2017-18,2017-11-01, Celtics,1610612738, Kings,1610612758
10/30/2017 Spurs at Celtics,0021700092,2017-18,2017-10-30, Celtics,1610612738, Spurs,1610612759
10/28/2017 Celtics at Heat,0021700078,2017-18,2017-10-28, Heat,1610612748, Celtics,1610612738
10/26/2017 Celtics at Bucks,0021700067,2017-18,2017-10-26, Bucks,1610612749, Celtics,1610612738
10/24/2017 Knicks at Celtics,0021700051,2017-18,2017-10-24, Celtics,1610612738, Knicks,1610612752
10/20/2017 Celtics at 76ers,0021700019,2017-18,2017-10-20, 76ers,1610612755, Celtics,1610612738
10/18/2017 Bucks at Celtics,0021700007,2017-18,2017-10-18, Celtics,1610612738, Bucks,1610612749
10/17/2017 Celtics at Cavaliers,0021700001,2017-18,2017-10-17, Cavaliers,1610612739, Celtics,1610612738
04/11/2018 Knicks at Cavaliers,0021701220,2017-18,2018-04-11, Cavaliers,1610612739, Knicks,1610612752
04/09/2018 Cavaliers at Knicks,0021701207,2017-18,2018-04-09, Knicks,1610612752, Cavaliers,1610612739
04/06/2018 Cavaliers at 76ers,0021701183,2017-18,2018-04-06, 76ers,1610612755, Cavaliers,1610612739
04/05/2018 Wizards at Cavaliers,0021701176,2017-18,2018-04-05, Cavaliers,1610612739, Wizards,1610612764
04/03/2018 Raptors at Cavaliers,0021701156,2017-18,2018-04-03, Cavaliers,1610612739, Raptors,1610612761
04/01/2018 Mavericks at Cavaliers,0021701149,2017-18,2018-04-01, Cavaliers,1610612739, Mavericks,1610612742
03/30/2018 Pelicans at Cavaliers,0021701131,2017-18,2018-03-30, Cavaliers,1610612739, Pelicans,1610612740
03/28/2018 Cavaliers at Hornets,0021701116,2017-18,2018-03-28, Hornets,1610612766, Cavaliers,1610612739
03/27/2018 Cavaliers at Heat,0021701110,2017-18,2018-03-27, Heat,1610612748, Cavaliers,1610612739
03/25/2018 Cavaliers at Nets,0021701094,2017-18,2018-03-25, Nets,1610612751, Cavaliers,1610612739
03/23/2018 Suns at Cavaliers,0021701080,2017-18,2018-03-23, Cavaliers,1610612739, Suns,1610612756
03/21/2018 Raptors at Cavaliers,0021701065,2017-18,2018-03-21, Cavaliers,1610612739, Raptors,1610612761
03/19/2018 Bucks at Cavaliers,0021701050,2017-18,2018-03-19, Cavaliers,1610612739, Bucks,1610612749
03/17/2018 Cavaliers at Bulls,0021701039,2017-18,2018-03-17, Bulls,1610612741, Cavaliers,1610612739
03/15/2018 Cavaliers at Trail Blazers,0021701028,2017-18,2018-03-15, Trail Blazers,1610612757, Cavaliers,1610612739
03/13/2018 Cavaliers at Suns,0021701014,2017-18,2018-03-13, Suns,1610612756, Cavaliers,1610612739
03/11/2018 Cavaliers at Lakers,0021701000,2017-18,2018-03-11, Lakers,1610612747, Cavaliers,1610612739
03/09/2018 Cavaliers at Clippers,0021700986,2017-18,2018-03-09, Clippers,1610612746, Cavaliers,1610612739
03/07/2018 Cavaliers at Nuggets,0021700970,2017-18,2018-03-07, Nuggets,1610612743, Cavaliers,1610612739
03/05/2018 Pistons at Cavaliers,0021700950,2017-18,2018-03-05, Cavaliers,1610612739, Pistons,1610612765
03/03/2018 Nuggets at Cavaliers,0021700937,2017-18,2018-03-03, Cavaliers,1610612739, Nuggets,1610612743
03/01/2018 76ers at Cavaliers,0021700923,2017-18,2018-03-01, Cavaliers,1610612739, 76ers,1610612755
02/27/2018 Nets at Cavaliers,0021700908,2017-18,2018-02-27, Cavaliers,1610612739, Nets,1610612751
02/25/2018 Spurs at Cavaliers,0021700894,2017-18,2018-02-25, Cavaliers,1610612739, Spurs,1610612759
02/23/2018 Cavaliers at Grizzlies,0021700878,2017-18,2018-02-23, Grizzlies,1610612763, Cavaliers,1610612739
02/22/2018 Wizards at Cavaliers,0021700869,2017-18,2018-02-22, Cavaliers,1610612739, Wizards,1610612764
02/13/2018 Cavaliers at Thunder,0021700850,2017-18,2018-02-13, Thunder,1610612760, Cavaliers,1610612739
02/07/2018 Timberwolves at Cavaliers,0021700807,2017-18,2018-02-07, Cavaliers,1610612739, Timberwolves,1610612750
02/06/2018 Cavaliers at Magic,0021700797,2017-18,2018-02-06, Magic,1610612753, Cavaliers,1610612739
02/03/2018 Rockets at Cavaliers,0021700779,2017-18,2018-02-03, Cavaliers,1610612739, Rockets,1610612745
01/31/2018 Heat at Cavaliers,0021700757,2017-18,2018-01-31, Cavaliers,1610612739, Heat,1610612748
01/30/2018 Cavaliers at Pistons,0021700747,2017-18,2018-01-30, Pistons,1610612765, Cavaliers,1610612739
01/28/2018 Pistons at Cavaliers,0021700734,2017-18,2018-01-28, Cavaliers,1610612739, Pistons,1610612765
01/26/2018 Pacers at Cavaliers,0021700715,2017-18,2018-01-26, Cavaliers,1610612739, Pacers,1610612754
01/23/2018 Cavaliers at Spurs,0021700698,2017-18,2018-01-23, Spurs,1610612759, Cavaliers,1610612739
01/20/2018 Thunder at Cavaliers,0021700674,2017-18,2018-01-20, Cavaliers,1610612739, Thunder,1610612760
01/18/2018 Magic at Cavaliers,0021700664,2017-18,2018-01-18, Cavaliers,1610612739, Magic,1610612753
01/15/2018 Warriors at Cavaliers,0021700646,2017-18,2018-01-15, Cavaliers,1610612739, Warriors,1610612744
01/12/2018 Cavaliers at Pacers,0021700619,2017-18,2018-01-12, Pacers,1610612754, Cavaliers,1610612739
01/11/2018 Cavaliers at Raptors,0021700615,2017-18,2018-01-11, Raptors,1610612761, Cavaliers,1610612739
01/08/2018 Cavaliers at Timberwolves,0021700594,2017-18,2018-01-08, Timberwolves,1610612750, Cavaliers,1610612739
01/06/2018 Cavaliers at Magic,0021700582,2017-18,2018-01-06, Magic,1610612753, Cavaliers,1610612739
01/02/2018 Trail Blazers at Cavaliers,0021700549,2017-18,2018-01-02, Cavaliers,1610612739, Trail Blazers,1610612757
12/30/2017 Cavaliers at Jazz,0021700534,2017-18,2017-12-30, Jazz,1610612762, Cavaliers,1610612739
12/27/2017 Cavaliers at Kings,0021700513,2017-18,2017-12-27, Kings,1610612758, Cavaliers,1610612739
12/25/2017 Cavaliers at Warriors,0021700494,2017-18,2017-12-25, Warriors,1610612744, Cavaliers,1610612739
12/21/2017 Bulls at Cavaliers,0021700466,2017-18,2017-12-21, Cavaliers,1610612739, Bulls,1610612741
12/19/2017 Cavaliers at Bucks,0021700453,2017-18,2017-12-19, Bucks,1610612749, Cavaliers,1610612739
12/17/2017 Cavaliers at Wizards,0021700440,2017-18,2017-12-17, Wizards,1610612764, Cavaliers,1610612739
12/16/2017 Jazz at Cavaliers,0021700430,2017-18,2017-12-16, Cavaliers,1610612739, Jazz,1610612762
12/14/2017 Lakers at Cavaliers,0021700415,2017-18,2017-12-14, Cavaliers,1610612739, Lakers,1610612747
12/09/2017 76ers at Cavaliers,0021700379,2017-18,2017-12-09, Cavaliers,1610612739, 76ers,1610612755
12/08/2017 Cavaliers at Pacers,0021700369,2017-18,2017-12-08, Pacers,1610612754, Cavaliers,1610612739
12/06/2017 Kings at Cavaliers,0021700353,2017-18,2017-12-06, Cavaliers,1610612739, Kings,1610612758
12/04/2017 Cavaliers at Bulls,0021700344,2017-18,2017-12-04, Bulls,1610612741, Cavaliers,1610612739
12/02/2017 Grizzlies at Cavaliers,0021700329,2017-18,2017-12-02, Cavaliers,1610612739, Grizzlies,1610612763
11/28/2017 Heat at Cavaliers,0021700298,2017-18,2017-11-28, Cavaliers,1610612739, Heat,1610612748
11/27/2017 Cavaliers at 76ers,0021700291,2017-18,2017-11-27, 76ers,1610612755, Cavaliers,1610612739
11/24/2017 Hornets at Cavaliers,0021700270,2017-18,2017-11-24, Cavaliers,1610612739, Hornets,1610612766
11/22/2017 Nets at Cavaliers,0021700254,2017-18,2017-11-22, Cavaliers,1610612739, Nets,1610612751
11/20/2017 Cavaliers at Pistons,0021700242,2017-18,2017-11-20, Pistons,1610612765, Cavaliers,1610612739
11/17/2017 Clippers at Cavaliers,0021700220,2017-18,2017-11-17, Cavaliers,1610612739, Clippers,1610612746
11/15/2017 Cavaliers at Hornets,0021700207,2017-18,2017-11-15, Hornets,1610612766, Cavaliers,1610612739
11/13/2017 Cavaliers at Knicks,0021700193,2017-18,2017-11-13, Knicks,1610612752, Cavaliers,1610612739
11/11/2017 Cavaliers at Mavericks,0021700181,2017-18,2017-11-11, Mavericks,1610612742, Cavaliers,1610612739
11/09/2017 Cavaliers at Rockets,0021700166,2017-18,2017-11-09, Rockets,1610612745, Cavaliers,1610612739
11/07/2017 Bucks at Cavaliers,0021700149,2017-18,2017-11-07, Cavaliers,1610612739, Bucks,1610612749
11/03/2017 Cavaliers at Wizards,0021700122,2017-18,2017-11-03, Wizards,1610612764, Cavaliers,1610612739
11/01/2017 Pacers at Cavaliers,0021700106,2017-18,2017-11-01, Cavaliers,1610612739, Pacers,1610612754
10/29/2017 Knicks at Cavaliers,0021700090,2017-18,2017-10-29, Cavaliers,1610612739, Knicks,1610612752
10/28/2017 Cavaliers at Pelicans,0021700077,2017-18,2017-10-28, Pelicans,1610612740, Cavaliers,1610612739
10/25/2017 Cavaliers at Nets,0021700058,2017-18,2017-10-25, Nets,1610612751, Cavaliers,1610612739
10/24/2017 Bulls at Cavaliers,0021700049,2017-18,2017-10-24, Cavaliers,1610612739, Bulls,1610612741
10/21/2017 Magic at Cavaliers,0021700028,2017-18,2017-10-21, Cavaliers,1610612739, Magic,1610612753
10/20/2017 Cavaliers at Bucks,0021700021,2017-18,2017-10-20, Bucks,1610612749, Cavaliers,1610612739
04/11/2018 Spurs at Pelicans,0021701226,2017-18,2018-04-11, Pelicans,1610612740, Spurs,1610612759
04/09/2018 Pelicans at Clippers,0021701212,2017-18,2018-04-09, Clippers,1610612746, Pelicans,1610612740
04/07/2018 Pelicans at Warriors,0021701195,2017-18,2018-04-07, Warriors,1610612744, Pelicans,1610612740
04/06/2018 Pelicans at Suns,0021701189,2017-18,2018-04-06, Suns,1610612756, Pelicans,1610612740
04/04/2018 Grizzlies at Pelicans,0021701173,2017-18,2018-04-04, Pelicans,1610612740, Grizzlies,1610612763
04/01/2018 Thunder at Pelicans,0021701150,2017-18,2018-04-01, Pelicans,1610612740, Thunder,1610612760
03/27/2018 Trail Blazers at Pelicans,0021701112,2017-18,2018-03-27, Pelicans,1610612740, Trail Blazers,1610612757
03/24/2018 Pelicans at Rockets,0021701091,2017-18,2018-03-24, Rockets,1610612745, Pelicans,1610612740
03/22/2018 Lakers at Pelicans,0021701075,2017-18,2018-03-22, Pelicans,1610612740, Lakers,1610612747
03/21/2018 Pacers at Pelicans,0021700809,2017-18,2018-03-21, Pelicans,1610612740, Pacers,1610612754
03/20/2018 Mavericks at Pelicans,0021701061,2017-18,2018-03-20, Pelicans,1610612740, Mavericks,1610612742
03/17/2018 Rockets at Pelicans,0021701036,2017-18,2018-03-17, Pelicans,1610612740, Rockets,1610612745
03/15/2018 Pelicans at Spurs,0021701025,2017-18,2018-03-15, Spurs,1610612759, Pelicans,1610612740
03/13/2018 Hornets at Pelicans,0021701011,2017-18,2018-03-13, Pelicans,1610612740, Hornets,1610612766
03/11/2018 Jazz at Pelicans,0021700995,2017-18,2018-03-11, Pelicans,1610612740, Jazz,1610612762
