MATCHUP,GAME_ID,SEASON,GAME_DATE,HOME_TEAM_NICKNAME,HOME_TEAM_ID,AWAY_TEAM_NICKNAME,AWAY_TEAM_ID
02/25/2022 Clippers at Lakers,0022100904,2021-22,2022-02-25, Lakers,1610612747, Clippers,1610612746
02/15/2022 Clippers at Suns,0022100873,2021-22,2022-02-15, Suns,1610612756, Clippers,1610612746
02/08/2022 Clippers at Grizzlies,0022100818,2021-22,2022-02-08, Grizzlies,1610612763, Clippers,1610612746
02/06/2022 Bucks at Clippers,0022100809,2021-22,2022-02-06, Clippers,1610612746, Bucks,1610612749
02/03/2022 Lakers at Clippers,0022100786,2021-22,2022-02-03, Clippers,1610612746, Lakers,1610612747
01/31/2022 Clippers at Pacers,0022100760,2021-22,2022-01-31, Pacers,1610612754, Clippers,1610612746
01/30/2022 Clippers at Hornets,0022100752,2021-22,2022-01-30, Hornets,1610612766, Clippers,1610612746
01/28/2022 Clippers at Heat,0022100738,2021-22,2022-01-28, Heat,1610612748, Clippers,1610612746
01/26/2022 Clippers at Magic,0022100724,2021-22,2022-01-26, Magic,1610612753, Clippers,1610612746
01/25/2022 Clippers at Wizards,0022100716,2021-22,2022-01-25, Wizards,1610612764, Clippers,1610612746
01/23/2022 Clippers at Knicks,0022100698,2021-22,2022-01-23, Knicks,1610612752, Clippers,1610612746
01/21/2022 Clippers at 76ers,0022100686,2021-22,2022-01-21, 76ers,1610612755, Clippers,1610612746
01/17/2022 Pacers at Clippers,0022100659,2021-22,2022-01-17, Clippers,1610612746, Pacers,1610612754
01/15/2022 Clippers at Spurs,0022100648,2021-22,2022-01-15, Spurs,1610612759, Clippers,1610612746
01/08/2022 Grizzlies at Clippers,0022100591,2021-22,2022-01-08, Clippers,1610612746, Grizzlies,1610612763
01/06/2022 Clippers at Suns,0022100581,2021-22,2022-01-06, Suns,1610612756, Clippers,1610612746
01/03/2022 Timberwolves at Clippers,0022100561,2021-22,2022-01-03, Clippers,1610612746, Timberwolves,1610612750
01/01/2022 Clippers at Nets,0022100542,2021-22,2022-01-01, Nets,1610612751, Clippers,1610612746
12/31/2021 Clippers at Raptors,0022100534,2021-22,2021-12-31, Raptors,1610612761, Clippers,1610612746
12/27/2021 Nets at Clippers,0022100507,2021-22,2021-12-27, Clippers,1610612746, Nets,1610612751
12/22/2021 Clippers at Kings,0022100475,2021-22,2021-12-22, Kings,1610612758, Clippers,1610612746
12/20/2021 Spurs at Clippers,0022100463,2021-22,2021-12-20, Clippers,1610612746, Spurs,1610612759
12/18/2021 Clippers at Thunder,0022100444,2021-22,2021-12-18, Thunder,1610612760, Clippers,1610612746
12/15/2021 Clippers at Jazz,0022100425,2021-22,2021-12-15, Jazz,1610612762, Clippers,1610612746
12/13/2021 Suns at Clippers,0022100412,2021-22,2021-12-13, Clippers,1610612746, Suns,1610612756
12/11/2021 Magic at Clippers,0022100391,2021-22,2021-12-11, Clippers,1610612746, Magic,1610612753
12/06/2021 Clippers at Trail Blazers,0022100362,2021-22,2021-12-06, Trail Blazers,1610612757, Clippers,1610612746
12/04/2021 Clippers at Kings,0022100348,2021-22,2021-12-04, Kings,1610612758, Clippers,1610612746
12/03/2021 Clippers at Lakers,0022100341,2021-22,2021-12-03, Lakers,1610612747, Clippers,1610612746
12/01/2021 Kings at Clippers,0022100327,2021-22,2021-12-01, Clippers,1610612746, Kings,1610612758
11/26/2021 Pistons at Clippers,0022100280,2021-22,2021-11-26, Clippers,1610612746, Pistons,1610612765
11/18/2021 Clippers at Grizzlies,0022100226,2021-22,2021-11-18, Grizzlies,1610612763, Clippers,1610612746
11/16/2021 Spurs at Clippers,0022100212,2021-22,2021-11-16, Clippers,1610612746, Spurs,1610612759
11/13/2021 Timberwolves at Clippers,0022100191,2021-22,2021-11-13, Clippers,1610612746, Timberwolves,1610612750
11/11/2021 Heat at Clippers,0022100173,2021-22,2021-11-11, Clippers,1610612746, Heat,1610612748
11/09/2021 Trail Blazers at Clippers,0022100157,2021-22,2021-11-09, Clippers,1610612746, Trail Blazers,1610612757
11/07/2021 Hornets at Clippers,0022100146,2021-22,2021-11-07, Clippers,1610612746, Hornets,1610612766
11/05/2021 Clippers at Timberwolves,0022100129,2021-22,2021-11-05, Timberwolves,1610612750, Clippers,1610612746
11/03/2021 Clippers at Timberwolves,0022100115,2021-22,2021-11-03, Timberwolves,1610612750, Clippers,1610612746
11/01/2021 Thunder at Clippers,0022100102,2021-22,2021-11-01, Clippers,1610612746, Thunder,1610612760
10/29/2021 Clippers at Trail Blazers,0022100076,2021-22,2021-10-29, Trail Blazers,1610612757, Clippers,1610612746
10/25/2021 Trail Blazers at Clippers,0022100049,2021-22,2021-10-25, Clippers,1610612746, Trail Blazers,1610612757
10/23/2021 Grizzlies at Clippers,0022100034,2021-22,2021-10-23, Clippers,1610612746, Grizzlies,1610612763
04/08/2022 Thunder at Lakers,0022101211,2021-22,2022-04-08, Lakers,1610612747, Thunder,1610612760
04/05/2022 Lakers at Suns,0022101189,2021-22,2022-04-05, Suns,1610612756, Lakers,1610612747
03/31/2022 Lakers at Jazz,0022101150,2021-22,2022-03-31, Jazz,1610612762, Lakers,1610612747
03/23/2022 76ers at Lakers,0022101093,2021-22,2022-03-23, Lakers,1610612747, 76ers,1610612755
03/19/2022 Lakers at Wizards,0022101061,2021-22,2022-03-19, Wizards,1610612764, Lakers,1610612747
03/18/2022 Lakers at Raptors,0022101051,2021-22,2022-03-18, Raptors,1610612761, Lakers,1610612747
03/16/2022 Lakers at Timberwolves,0022101039,2021-22,2022-03-16, Timberwolves,1610612750, Lakers,1610612747
03/14/2022 Raptors at Lakers,0022101028,2021-22,2022-03-14, Lakers,1610612747, Raptors,1610612761
03/13/2022 Lakers at Suns,0022101019,2021-22,2022-03-13, Suns,1610612756, Lakers,1610612747
03/11/2022 Wizards at Lakers,0022101004,2021-22,2022-03-11, Lakers,1610612747, Wizards,1610612764
03/07/2022 Lakers at Spurs,0022100973,2021-22,2022-03-07, Spurs,1610612759, Lakers,1610612747
02/16/2022 Jazz at Lakers,0022100884,2021-22,2022-02-16, Lakers,1610612747, Jazz,1610612762
02/09/2022 Lakers at Trail Blazers,0022100829,2021-22,2022-02-09, Trail Blazers,1610612757, Lakers,1610612747
02/08/2022 Bucks at Lakers,0022100822,2021-22,2022-02-08, Lakers,1610612747, Bucks,1610612749
02/05/2022 Knicks at Lakers,0022100799,2021-22,2022-02-05, Lakers,1610612747, Knicks,1610612752
02/02/2022 Trail Blazers at Lakers,0022100781,2021-22,2022-02-02, Lakers,1610612747, Trail Blazers,1610612757
01/28/2022 Lakers at Hornets,0022100735,2021-22,2022-01-28, Hornets,1610612766, Lakers,1610612747
01/27/2022 Lakers at 76ers,0022100733,2021-22,2022-01-27, 76ers,1610612755, Lakers,1610612747
01/25/2022 Lakers at Nets,0022100718,2021-22,2022-01-25, Nets,1610612751, Lakers,1610612747
01/23/2022 Lakers at Heat,0022100700,2021-22,2022-01-23, Heat,1610612748, Lakers,1610612747
01/21/2022 Lakers at Magic,0022100685,2021-22,2022-01-21, Magic,1610612753, Lakers,1610612747
01/19/2022 Pacers at Lakers,0022100680,2021-22,2022-01-19, Lakers,1610612747, Pacers,1610612754
01/17/2022 Jazz at Lakers,0022100665,2021-22,2022-01-17, Lakers,1610612747, Jazz,1610612762
01/12/2022 Lakers at Kings,0022100626,2021-22,2022-01-12, Kings,1610612758, Lakers,1610612747
01/09/2022 Grizzlies at Lakers,0022100606,2021-22,2022-01-09, Lakers,1610612747, Grizzlies,1610612763
01/04/2022 Kings at Lakers,0022100566,2021-22,2022-01-04, Lakers,1610612747, Kings,1610612758
01/02/2022 Timberwolves at Lakers,0022100551,2021-22,2022-01-02, Lakers,1610612747, Timberwolves,1610612750
12/31/2021 Trail Blazers at Lakers,0022100538,2021-22,2021-12-31, Lakers,1610612747, Trail Blazers,1610612757
12/29/2021 Lakers at Grizzlies,0022100520,2021-22,2021-12-29, Grizzlies,1610612763, Lakers,1610612747
12/25/2021 Nets at Lakers,0022100491,2021-22,2021-12-25, Lakers,1610612747, Nets,1610612751
12/23/2021 Spurs at Lakers,0022100487,2021-22,2021-12-23, Lakers,1610612747, Spurs,1610612759
12/21/2021 Suns at Lakers,0022100469,2021-22,2021-12-21, Lakers,1610612747, Suns,1610612756
12/17/2021 Lakers at Timberwolves,0022100436,2021-22,2021-12-17, Timberwolves,1610612750, Lakers,1610612747
12/12/2021 Magic at Lakers,0022100403,2021-22,2021-12-12, Lakers,1610612747, Magic,1610612753
12/10/2021 Lakers at Thunder,0022100389,2021-22,2021-12-10, Thunder,1610612760, Lakers,1610612747
12/09/2021 Lakers at Grizzlies,0022100380,2021-22,2021-12-09, Grizzlies,1610612763, Lakers,1610612747
11/30/2021 Lakers at Kings,0022100318,2021-22,2021-11-30, Kings,1610612758, Lakers,1610612747
11/28/2021 Pistons at Lakers,0022100304,2021-22,2021-11-28, Lakers,1610612747, Pistons,1610612765
11/26/2021 Kings at Lakers,0022100291,2021-22,2021-11-26, Lakers,1610612747, Kings,1610612758
11/24/2021 Lakers at Pacers,0022100268,2021-22,2021-11-24, Pacers,1610612754, Lakers,1610612747
11/23/2021 Lakers at Knicks,0022100264,2021-22,2021-11-23, Knicks,1610612752, Lakers,1610612747
11/21/2021 Lakers at Pistons,0022100249,2021-22,2021-11-21, Pistons,1610612765, Lakers,1610612747
11/17/2021 Lakers at Bucks,0022100219,2021-22,2021-11-17, Bucks,1610612749, Lakers,1610612747
11/14/2021 Spurs at Lakers,0022100192,2021-22,2021-11-14, Lakers,1610612747, Spurs,1610612759
11/12/2021 Timberwolves at Lakers,0022100184,2021-22,2021-11-12, Lakers,1610612747, Timberwolves,1610612750
11/10/2021 Heat at Lakers,0022100170,2021-22,2021-11-10, Lakers,1610612747, Heat,1610612748
11/08/2021 Hornets at Lakers,0022100154,2021-22,2021-11-08, Lakers,1610612747, Hornets,1610612766
11/06/2021 Lakers at Trail Blazers,0022100138,2021-22,2021-11-06, Trail Blazers,1610612757, Lakers,1610612747
11/04/2021 Thunder at Lakers,0022100123,2021-22,2021-11-04, Lakers,1610612747, Thunder,1610612760
10/27/2021 Lakers at Thunder,0022100061,2021-22,2021-10-27, Thunder,1610612760, Lakers,1610612747
10/26/2021 Lakers at Spurs,0022100053,2021-22,2021-10-26, Spurs,1610612759, Lakers,1610612747
10/24/2021 Grizzlies at Lakers,0022100040,2021-22,2021-10-24, Lakers,1610612747, Grizzlies,1610612763
10/22/2021 Suns at Lakers,0022100025,2021-22,2021-10-22, Lakers,1610612747, Suns,1610612756
04/10/2022 Heat at Magic,0022101227,2021-22,2022-04-10, Magic,1610612753, Heat,1610612748
04/05/2022 Hornets at Heat,0022101181,2021-22,2022-04-05, Heat,1610612748, Hornets,1610612766
04/03/2022 Heat at Raptors,0022101172,2021-22,2022-04-03, Raptors,1610612761, Heat,1610612748
03/28/2022 Kings at Heat,0022101125,2021-22,2022-03-28, Heat,1610612748, Kings,1610612758
03/26/2022 Nets at Heat,0022101111,2021-22,2022-03-26, Heat,1610612748, Nets,1610612751
03/25/2022 Knicks at Heat,0022101103,2021-22,2022-03-25, Heat,1610612748, Knicks,1610612752
03/21/2022 Heat at 76ers,0022101074,2021-22,2022-03-21, 76ers,1610612755, Heat,1610612748
03/18/2022 Thunder at Heat,0022101052,2021-22,2022-03-18, Heat,1610612748, Thunder,1610612760
03/15/2022 Pistons at Heat,0022101031,2021-22,2022-03-15, Heat,1610612748, Pistons,1610612765
03/12/2022 Timberwolves at Heat,0022101005,2021-22,2022-03-12, Heat,1610612748, Timberwolves,1610612750
03/09/2022 Suns at Heat,0022100983,2021-22,2022-03-09, Heat,1610612748, Suns,1610612756
03/05/2022 76ers at Heat,0022100956,2021-22,2022-03-05, Heat,1610612748, 76ers,1610612755
03/03/2022 Heat at Nets,0022100941,2021-22,2022-03-03, Nets,1610612751, Heat,1610612748
03/02/2022 Heat at Bucks,0022100936,2021-22,2022-03-02, Bucks,1610612749, Heat,1610612748
02/26/2022 Spurs at Heat,0022100908,2021-22,2022-02-26, Heat,1610612748, Spurs,1610612759
02/25/2022 Heat at Knicks,0022100900,2021-22,2022-02-25, Knicks,1610612752, Heat,1610612748
02/17/2022 Heat at Hornets,0022100885,2021-22,2022-02-17, Hornets,1610612766, Heat,1610612748
02/12/2022 Nets at Heat,0022100851,2021-22,2022-02-12, Heat,1610612748, Nets,1610612751
02/07/2022 Heat at Wizards,0022100811,2021-22,2022-02-07, Wizards,1610612764, Heat,1610612748
02/05/2022 Heat at Hornets,0022100797,2021-22,2022-02-05, Hornets,1610612766, Heat,1610612748
02/03/2022 Heat at Spurs,0022100521,2021-22,2022-02-03, Spurs,1610612759, Heat,1610612748
02/01/2022 Heat at Raptors,0022100784,2021-22,2022-02-01, Raptors,1610612761, Heat,1610612748
01/29/2022 Raptors at Heat,0022100748,2021-22,2022-01-29, Heat,1610612748, Raptors,1610612761
01/26/2022 Knicks at Heat,0022100727,2021-22,2022-01-26, Heat,1610612748, Knicks,1610612752
01/19/2022 Trail Blazers at Heat,0022100672,2021-22,2022-01-19, Heat,1610612748, Trail Blazers,1610612757
01/17/2022 Raptors at Heat,0022100662,2021-22,2022-01-17, Heat,1610612748, Raptors,1610612761
01/15/2022 76ers at Heat,0022100645,2021-22,2022-01-15, Heat,1610612748, 76ers,1610612755
01/08/2022 Heat at Suns,0022100596,2021-22,2022-01-08, Suns,1610612756, Heat,1610612748
01/05/2022 Heat at Trail Blazers,0022100576,2021-22,2022-01-05, Trail Blazers,1610612757, Heat,1610612748
01/02/2022 Heat at Kings,0022100548,2021-22,2022-01-02, Kings,1610612758, Heat,1610612748
12/28/2021 Wizards at Heat,0022100509,2021-22,2021-12-28, Heat,1610612748, Wizards,1610612764
12/26/2021 Magic at Heat,0022100493,2021-22,2021-12-26, Heat,1610612748, Magic,1610612753
12/23/2021 Pistons at Heat,0022100479,2021-22,2021-12-23, Heat,1610612748, Pistons,1610612765
12/21/2021 Pacers at Heat,0022100465,2021-22,2021-12-21, Heat,1610612748, Pacers,1610612754
12/19/2021 Heat at Pistons,0022100449,2021-22,2021-12-19, Pistons,1610612765, Heat,1610612748
12/17/2021 Heat at Magic,0022100433,2021-22,2021-12-17, Magic,1610612753, Heat,1610612748
12/15/2021 Heat at 76ers,0022100419,2021-22,2021-12-15, 76ers,1610612755, Heat,1610612748
12/08/2021 Bucks at Heat,0022100370,2021-22,2021-12-08, Heat,1610612748, Bucks,1610612749
12/06/2021 Grizzlies at Heat,0022100356,2021-22,2021-12-06, Heat,1610612748, Grizzlies,1610612763
12/04/2021 Heat at Bucks,0022100344,2021-22,2021-12-04, Bucks,1610612749, Heat,1610612748
12/03/2021 Heat at Pacers,0022100333,2021-22,2021-12-03, Pacers,1610612754, Heat,1610612748
11/24/2021 Heat at Timberwolves,0022100274,2021-22,2021-11-24, Timberwolves,1610612750, Heat,1610612748
11/23/2021 Heat at Pistons,0022100263,2021-22,2021-11-23, Pistons,1610612765, Heat,1610612748
11/20/2021 Heat at Wizards,0022100241,2021-22,2021-11-20, Wizards,1610612764, Heat,1610612748
11/18/2021 Wizards at Heat,0022100225,2021-22,2021-11-18, Heat,1610612748, Wizards,1610612764
11/15/2021 Heat at Thunder,0022100207,2021-22,2021-11-15, Thunder,1610612760, Heat,1610612748
11/13/2021 Heat at Jazz,0022100185,2021-22,2021-11-13, Jazz,1610612762, Heat,1610612748
11/06/2021 Jazz at Heat,0022100134,2021-22,2021-11-06, Heat,1610612748, Jazz,1610612762
10/30/2021 Heat at Grizzlies,0022100084,2021-22,2021-10-30, Grizzlies,1610612763, Heat,1610612748
10/29/2021 Hornets at Heat,0022100073,2021-22,2021-10-29, Heat,1610612748, Hornets,1610612766
10/27/2021 Heat at Nets,0022100057,2021-22,2021-10-27, Nets,1610612751, Heat,1610612748
10/25/2021 Magic at Heat,0022100045,2021-22,2021-10-25, Heat,1610612748, Magic,1610612753
10/23/2021 Heat at Pacers,0022100028,2021-22,2021-10-23, Pacers,1610612754, Heat,1610612748
10/21/2021 Bucks at Heat,0022100015,2021-22,2021-10-21, Heat,1610612748, Bucks,1610612749
04/08/2022 Bucks at Pistons,0022101203,2021-22,2022-04-08, Pistons,1610612765, Bucks,1610612749
03/31/2022 Bucks at Nets,0022101148,2021-22,2022-03-31, Nets,1610612751, Bucks,1610612749
03/29/2022 Bucks at 76ers,0022101131,2021-22,2022-03-29, 76ers,1610612755, Bucks,1610612749
03/26/2022 Bucks at Grizzlies,0022101112,2021-22,2022-03-26, Grizzlies,1610612763, Bucks,1610612749
03/24/2022 Wizards at Bucks,0022101097,2021-22,2022-03-24, Bucks,1610612749, Wizards,1610612764
03/19/2022 Bucks at Timberwolves,0022101058,2021-22,2022-03-19, Timberwolves,1610612750, Bucks,1610612749
03/16/2022 Bucks at Kings,0022101043,2021-22,2022-03-16, Kings,1610612758, Bucks,1610612749
03/14/2022 Bucks at Jazz,0022101027,2021-22,2022-03-14, Jazz,1610612762, Bucks,1610612749
03/08/2022 Bucks at Thunder,0022100979,2021-22,2022-03-08, Thunder,1610612760, Bucks,1610612749
03/06/2022 Suns at Bucks,0022100961,2021-22,2022-03-06, Bucks,1610612749, Suns,1610612756
02/28/2022 Hornets at Bucks,0022100924,2021-22,2022-02-28, Bucks,1610612749, Hornets,1610612766
02/26/2022 Nets at Bucks,0022100910,2021-22,2022-02-26, Bucks,1610612749, Nets,1610612751
02/17/2022 76ers at Bucks,0022100887,2021-22,2022-02-17, Bucks,1610612749, 76ers,1610612755
02/15/2022 Pacers at Bucks,0022100870,2021-22,2022-02-15, Bucks,1610612749, Pacers,1610612754
02/14/2022 Trail Blazers at Bucks,0022100862,2021-22,2022-02-14, Bucks,1610612749, Trail Blazers,1610612757
02/10/2022 Bucks at Suns,0022100836,2021-22,2022-02-10, Suns,1610612756, Bucks,1610612749
02/05/2022 Bucks at Trail Blazers,0022100800,2021-22,2022-02-05, Trail Blazers,1610612757, Bucks,1610612749
02/01/2022 Wizards at Bucks,0022100768,2021-22,2022-02-01, Bucks,1610612749, Wizards,1610612764
01/28/2022 Knicks at Bucks,0022100744,2021-22,2022-01-28, Bucks,1610612749, Knicks,1610612752
01/22/2022 Kings at Bucks,0022100696,2021-22,2022-01-22, Bucks,1610612749, Kings,1610612758
01/19/2022 Grizzlies at Bucks,0022100674,2021-22,2022-01-19, Bucks,1610612749, Grizzlies,1610612763
01/15/2022 Raptors at Bucks,0022100641,2021-22,2022-01-15, Bucks,1610612749, Raptors,1610612761
01/10/2022 Bucks at Hornets,0022100607,2021-22,2022-01-10, Hornets,1610612766, Bucks,1610612749
01/08/2022 Bucks at Hornets,0022100592,2021-22,2022-01-08, Hornets,1610612766, Bucks,1610612749
01/07/2022 Bucks at Nets,0022100583,2021-22,2022-01-07, Nets,1610612751, Bucks,1610612749
01/05/2022 Raptors at Bucks,0022100573,2021-22,2022-01-05, Bucks,1610612749, Raptors,1610612761
01/03/2022 Pistons at Bucks,0022100556,2021-22,2022-01-03, Bucks,1610612749, Pistons,1610612765
12/30/2021 Bucks at Magic,0022100526,2021-22,2021-12-30, Magic,1610612753, Bucks,1610612749
12/28/2021 Bucks at Magic,0022100508,2021-22,2021-12-28, Magic,1610612753, Bucks,1610612749
12/15/2021 Pacers at Bucks,0022100421,2021-22,2021-12-15, Bucks,1610612749, Pacers,1610612754
12/12/2021 Bucks at Knicks,0022100398,2021-22,2021-12-12, Knicks,1610612752, Bucks,1610612749
12/02/2021 Bucks at Raptors,0022100329,2021-22,2021-12-02, Raptors,1610612761, Bucks,1610612749
12/01/2021 Hornets at Bucks,0022100324,2021-22,2021-12-01, Bucks,1610612749, Hornets,1610612766
11/28/2021 Bucks at Pacers,0022100301,2021-22,2021-11-28, Pacers,1610612754, Bucks,1610612749
11/24/2021 Pistons at Bucks,0022100273,2021-22,2021-11-24, Bucks,1610612749, Pistons,1610612765
11/22/2021 Magic at Bucks,0022100258,2021-22,2021-11-22, Bucks,1610612749, Magic,1610612753
11/20/2021 Magic at Bucks,0022100244,2021-22,2021-11-20, Bucks,1610612749, Magic,1610612753
11/19/2021 Thunder at Bucks,0022100234,2021-22,2021-11-19, Bucks,1610612749, Thunder,1610612760
11/10/2021 Bucks at Knicks,0022100161,2021-22,2021-11-10, Knicks,1610612752, Bucks,1610612749
11/09/2021 Bucks at 76ers,0022100155,2021-22,2021-11-09, 76ers,1610612755, Bucks,1610612749
11/07/2021 Bucks at Wizards,0022100142,2021-22,2021-11-07, Wizards,1610612764, Bucks,1610612749
11/05/2021 Knicks at Bucks,0022100128,2021-22,2021-11-05, Bucks,1610612749, Knicks,1610612752
11/02/2021 Bucks at Pistons,0022100103,2021-22,2021-11-02, Pistons,1610612765, Bucks,1610612749
10/31/2021 Jazz at Bucks,0022100091,2021-22,2021-10-31, Bucks,1610612749, Jazz,1610612762
10/30/2021 Spurs at Bucks,0022100085,2021-22,2021-10-30, Bucks,1610612749, Spurs,1610612759
10/27/2021 Timberwolves at Bucks,0022100060,2021-22,2021-10-27, Bucks,1610612749, Timberwolves,1610612750
10/25/2021 Bucks at Pacers,0022100042,2021-22,2021-10-25, Pacers,1610612754, Bucks,1610612749
10/23/2021 Bucks at Spurs,0022100032,2021-22,2021-10-23, Spurs,1610612759, Bucks,1610612749
10/19/2021 Nets at Bucks,0022100001,2021-22,2021-10-19, Bucks,1610612749, Nets,1610612751
04/07/2022 Spurs at Timberwolves,0022101199,2021-22,2022-04-07, Timberwolves,1610612750, Spurs,1610612759
04/05/2022 Wizards at Timberwolves,0022101184,2021-22,2022-04-05, Timberwolves,1610612750, Wizards,1610612764
03/30/2022 Timberwolves at Raptors,0022101141,2021-22,2022-03-30, Raptors,1610612761, Timberwolves,1610612750
03/23/2022 Suns at Timberwolves,0022101090,2021-22,2022-03-23, Timberwolves,1610612750, Suns,1610612756
03/14/2022 Timberwolves at Spurs,0022101024,2021-22,2022-03-14, Spurs,1610612759, Timberwolves,1610612750
03/11/2022 Timberwolves at Magic,0022100995,2021-22,2022-03-11, Magic,1610612753, Timberwolves,1610612750
03/09/2022 Thunder at Timberwolves,0022100986,2021-22,2022-03-09, Timberwolves,1610612750, Thunder,1610612760
03/07/2022 Trail Blazers at Timberwolves,0022100971,2021-22,2022-03-07, Timberwolves,1610612750, Trail Blazers,1610612757
03/05/2022 Trail Blazers at Timberwolves,0022100958,2021-22,2022-03-05, Timberwolves,1610612750, Trail Blazers,1610612757
03/04/2022 Timberwolves at Thunder,0022100951,2021-22,2022-03-04, Thunder,1610612760, Timberwolves,1610612750
02/25/2022 76ers at Timberwolves,0022100901,2021-22,2022-02-25, Timberwolves,1610612750, 76ers,1610612755
02/24/2022 Grizzlies at Timberwolves,0022100892,2021-22,2022-02-24, Timberwolves,1610612750, Grizzlies,1610612763
02/16/2022 Raptors at Timberwolves,0022100880,2021-22,2022-02-16, Timberwolves,1610612750, Raptors,1610612761
02/15/2022 Hornets at Timberwolves,0022100871,2021-22,2022-02-15, Timberwolves,1610612750, Hornets,1610612766
02/13/2022 Timberwolves at Pacers,0022100857,2021-22,2022-02-13, Pacers,1610612754, Timberwolves,1610612750
02/09/2022 Timberwolves at Kings,0022100830,2021-22,2022-02-09, Kings,1610612758, Timberwolves,1610612750
02/08/2022 Timberwolves at Kings,0022100824,2021-22,2022-02-08, Kings,1610612758, Timberwolves,1610612750
02/06/2022 Pistons at Timberwolves,0022100803,2021-22,2022-02-06, Timberwolves,1610612750, Pistons,1610612765
02/03/2022 Timberwolves at Pistons,0022100782,2021-22,2022-02-03, Pistons,1610612765, Timberwolves,1610612750
01/30/2022 Jazz at Timberwolves,0022100757,2021-22,2022-01-30, Timberwolves,1610612750, Jazz,1610612762
01/28/2022 Timberwolves at Suns,0022100743,2021-22,2022-01-28, Suns,1610612756, Timberwolves,1610612750
01/25/2022 Timberwolves at Trail Blazers,0022100721,2021-22,2022-01-25, Trail Blazers,1610612757, Timberwolves,1610612750
01/23/2022 Nets at Timberwolves,0022100706,2021-22,2022-01-23, Timberwolves,1610612750, Nets,1610612751
01/18/2022 Timberwolves at Knicks,0022100666,2021-22,2022-01-18, Knicks,1610612752, Timberwolves,1610612750
01/13/2022 Timberwolves at Grizzlies,0022100628,2021-22,2022-01-13, Grizzlies,1610612763, Timberwolves,1610612750
01/07/2022 Timberwolves at Thunder,0022100587,2021-22,2022-01-07, Thunder,1610612760, Timberwolves,1610612750
01/05/2022 Thunder at Timberwolves,0022100574,2021-22,2022-01-05, Timberwolves,1610612750, Thunder,1610612760
12/31/2021 Timberwolves at Jazz,0022100537,2021-22,2021-12-31, Jazz,1610612762, Timberwolves,1610612750
12/28/2021 Knicks at Timberwolves,0022100512,2021-22,2021-12-28, Timberwolves,1610612750, Knicks,1610612752
12/23/2021 Timberwolves at Jazz,0022100484,2021-22,2021-12-23, Jazz,1610612762, Timberwolves,1610612750
12/12/2021 Timberwolves at Trail Blazers,0022100402,2021-22,2021-12-12, Trail Blazers,1610612757, Timberwolves,1610612750
12/08/2021 Jazz at Timberwolves,0022100374,2021-22,2021-12-08, Timberwolves,1610612750, Jazz,1610612762
12/03/2021 Timberwolves at Nets,0022100336,2021-22,2021-12-03, Nets,1610612751, Timberwolves,1610612750
12/01/2021 Timberwolves at Wizards,0022100321,2021-22,2021-12-01, Wizards,1610612764, Timberwolves,1610612750
11/29/2021 Pacers at Timberwolves,0022100309,2021-22,2021-11-29, Timberwolves,1610612750, Pacers,1610612754
11/27/2021 Timberwolves at 76ers,0022100292,2021-22,2021-11-27, 76ers,1610612755, Timberwolves,1610612750
11/26/2021 Timberwolves at Hornets,0022100281,2021-22,2021-11-26, Hornets,1610612766, Timberwolves,1610612750
11/20/2021 Grizzlies at Timberwolves,0022100245,2021-22,2021-11-20, Timberwolves,1610612750, Grizzlies,1610612763
11/18/2021 Spurs at Timberwolves,0022100227,2021-22,2021-11-18, Timberwolves,1610612750, Spurs,1610612759
11/17/2021 Kings at Timberwolves,0022100220,2021-22,2021-11-17, Timberwolves,1610612750, Kings,1610612758
11/15/2021 Suns at Timberwolves,0022100206,2021-22,2021-11-15, Timberwolves,1610612750, Suns,1610612756
11/08/2021 Timberwolves at Grizzlies,0022100149,2021-22,2021-11-08, Grizzlies,1610612763, Timberwolves,1610612750
11/01/2021 Magic at Timberwolves,0022100101,2021-22,2021-11-01, Timberwolves,1610612750, Magic,1610612753
04/10/2022 Pacers at Nets,0022101216,2021-22,2022-04-10, Nets,1610612751, Pacers,1610612754
04/06/2022 Nets at Knicks,0022101191,2021-22,2022-04-06, Knicks,1610612752, Nets,1610612751
03/29/2022 Pistons at Nets,0022101133,2021-22,2022-03-29, Nets,1610612751, Pistons,1610612765
03/27/2022 Hornets at Nets,0022101120,2021-22,2022-03-27, Nets,1610612751, Hornets,1610612766
03/23/2022 Nets at Grizzlies,0022101089,2021-22,2022-03-23, Grizzlies,1610612763, Nets,1610612751
03/21/2022 Jazz at Nets,0022101075,2021-22,2022-03-21, Nets,1610612751, Jazz,1610612762
03/18/2022 Trail Blazers at Nets,0022101048,2021-22,2022-03-18, Nets,1610612751, Trail Blazers,1610612757
03/15/2022 Nets at Magic,0022101030,2021-22,2022-03-15, Magic,1610612753, Nets,1610612751
03/13/2022 Knicks at Nets,0022101012,2021-22,2022-03-13, Nets,1610612751, Knicks,1610612752
03/10/2022 Nets at 76ers,0022100993,2021-22,2022-03-10, 76ers,1610612755, Nets,1610612751
03/08/2022 Nets at Hornets,0022100975,2021-22,2022-03-08, Hornets,1610612766, Nets,1610612751
03/01/2022 Nets at Raptors,0022100928,2021-22,2022-03-01, Raptors,1610612761, Nets,1610612751
02/28/2022 Raptors at Nets,0022100726,2021-22,2022-02-28, Nets,1610612751, Raptors,1610612761
