MATCHUP,GAME_ID,SEASON
01/28/2024 Raptors at Hawks,0022300653,2023-24
01/26/2024 Mavericks at Hawks,0022300634,2023-24
01/24/2024 Hawks at Warriors,0022300626,2023-24
01/22/2024 Hawks at Kings,0022300613,2023-24
01/20/2024 Cavaliers at Hawks,0022300595,2023-24
01/19/2024 Hawks at Heat,0022300587,2023-24
01/17/2024 Magic at Hawks,0022300570,2023-24
01/15/2024 Spurs at Hawks,0022300559,2023-24
01/13/2024 Wizards at Hawks,0022300543,2023-24
01/12/2024 Pacers at Hawks,0022300533,2023-24
01/10/2024 76ers at Hawks,0022300521,2023-24
01/07/2024 Hawks at Magic,0022300499,2023-24
01/05/2024 Hawks at Pacers,0022300480,2023-24
01/03/2024 Thunder at Hawks,0022300467,2023-24
12/31/2023 Hawks at Wizards,0022300445,2023-24
12/29/2023 Kings at Hawks,0022300431,2023-24
12/26/2023 Hawks at Bulls,0022300408,2023-24
12/23/2023 Grizzlies at Hawks,0022300393,2023-24
12/22/2023 Hawks at Heat,0022300384,2023-24
12/20/2023 Hawks at Rockets,0022300371,2023-24
12/18/2023 Pistons at Hawks,0022300352,2023-24
12/16/2023 Hawks at Cavaliers,0022300336,2023-24
12/15/2023 Hawks at Raptors,0022300330,2023-24
12/13/2023 Hawks at Raptors,0022300313,2023-24
12/11/2023 Nuggets at Hawks,0022300296,2023-24
12/08/2023 Hawks at 76ers,0022301218,2023-24
12/06/2023 Nets at Hawks,0022301209,2023-24
12/02/2023 Hawks at Bucks,0022300286,2023-24
11/30/2023 Hawks at Spurs,0022300272,2023-24
11/28/2023 Hawks at Cavaliers,0022300055,2023-24
11/26/2023 Hawks at Celtics,0022300246,2023-24
11/25/2023 Hawks at Wizards,0022300241,2023-24
11/22/2023 Nets at Hawks,0022300227,2023-24
11/21/2023 Pacers at Hawks,0022300039,2023-24
11/17/2023 76ers at Hawks,0022300029,2023-24
11/15/2023 Knicks at Hawks,0022300193,2023-24
11/14/2023 Hawks at Pistons,0022300018,2023-24
11/11/2023 Heat at Hawks,0022300175,2023-24
11/09/2023 Hawks at Magic,0022300172,2023-24
11/06/2023 Hawks at Thunder,0022300155,2023-24
11/04/2023 Hawks at Pelicans,0022300135,2023-24
11/01/2023 Wizards at Hawks,0022300117,2023-24
10/30/2023 Timberwolves at Hawks,0022300104,2023-24
10/29/2023 Hawks at Bucks,0022300097,2023-24
10/27/2023 Knicks at Hawks,0022300079,2023-24
10/25/2023 Hawks at Hornets,0022300063,2023-24
04/14/2024 Wizards at Celtics,0022301186,2023-24
04/12/2024 Hornets at Celtics,0022301173,2023-24
04/11/2024 Knicks at Celtics,0022301167,2023-24
04/09/2024 Celtics at Bucks,0022301148,2023-24
04/07/2024 Trail Blazers at Celtics,0022301134,2023-24
04/05/2024 Kings at Celtics,0022301118,2023-24
04/03/2024 Thunder at Celtics,0022301105,2023-24
04/01/2024 Celtics at Hornets,0022301087,2023-24
03/30/2024 Celtics at Pelicans,0022301074,2023-24
03/28/2024 Celtics at Hawks,0022301060,2023-24
03/25/2024 Celtics at Hawks,0022301034,2023-24
03/23/2024 Celtics at Bulls,0022301023,2023-24
03/22/2024 Celtics at Pistons,0022301011,2023-24
03/20/2024 Bucks at Celtics,0022300998,2023-24
03/18/2024 Pistons at Celtics,0022300984,2023-24
03/17/2024 Celtics at Wizards,0022300980,2023-24
03/14/2024 Suns at Celtics,0022300955,2023-24
03/12/2024 Celtics at Jazz,0022300943,2023-24
03/11/2024 Celtics at Trail Blazers,0022300938,2023-24
03/09/2024 Celtics at Suns,0022300920,2023-24
03/07/2024 Celtics at Nuggets,0022300906,2023-24
03/05/2024 Celtics at Cavaliers,0022300886,2023-24
03/03/2024 Warriors at Celtics,0022300872,2023-24
03/01/2024 Mavericks at Celtics,0022300859,2023-24
02/27/2024 76ers at Celtics,0022300836,2023-24
02/24/2024 Celtics at Knicks,0022300816,2023-24
02/22/2024 Celtics at Bulls,0022300797,2023-24
02/14/2024 Nets at Celtics,0022300780,2023-24
02/13/2024 Celtics at Nets,0022300771,2023-24
02/11/2024 Celtics at Heat,0022300759,2023-24
02/09/2024 Wizards at Celtics,0022300743,2023-24
02/07/2024 Hawks at Celtics,0022300729,2023-24
02/04/2024 Grizzlies at Celtics,0022300706,2023-24
02/01/2024 Lakers at Celtics,0022300684,2023-24
01/30/2024 Pacers at Celtics,0022300670,2023-24
01/29/2024 Pelicans at Celtics,0022300659,2023-24
01/27/2024 Clippers at Celtics,0022300646,2023-24
01/25/2024 Celtics at Heat,0022300630,2023-24
01/22/2024 Celtics at Mavericks,0022300611,2023-24
01/21/2024 Celtics at Rockets,0022300603,2023-24
01/19/2024 Nuggets at Celtics,0022300586,2023-24
01/17/2024 Spurs at Celtics,0022300571,2023-24
01/15/2024 Celtics at Raptors,0022300563,2023-24
01/13/2024 Rockets at Celtics,0022300542,2023-24
01/11/2024 Celtics at Bucks,0022300528,2023-24
01/10/2024 Timberwolves at Celtics,0022300517,2023-24
01/08/2024 Celtics at Pacers,0022300507,2023-24
01/06/2024 Celtics at Pacers,0022300493,2023-24
01/05/2024 Jazz at Celtics,0022300479,2023-24
01/02/2024 Celtics at Thunder,0022300462,2023-24
12/31/2023 Celtics at Spurs,0022300448,2023-24
12/29/2023 Raptors at Celtics,0022300432,2023-24
12/28/2023 Pistons at Celtics,0022300421,2023-24
12/25/2023 Celtics at Lakers,0022300403,2023-24
12/23/2023 Celtics at Clippers,0022300389,2023-24
12/20/2023 Celtics at Kings,0022300373,2023-24
12/19/2023 Celtics at Warriors,0022300362,2023-24
12/17/2023 Magic at Celtics,0022300344,2023-24
12/15/2023 Magic at Celtics,0022300329,2023-24
12/14/2023 Cavaliers at Celtics,0022300319,2023-24
12/12/2023 Cavaliers at Celtics,0022300305,2023-24
12/08/2023 Knicks at Celtics,0022301227,2023-24
12/04/2023 Celtics at Pacers,0022301202,2023-24
12/01/2023 76ers at Celtics,0022300275,2023-24
11/28/2023 Bulls at Celtics,0022300053,2023-24
11/26/2023 Hawks at Celtics,0022300246,2023-24
11/24/2023 Celtics at Magic,0022300043,2023-24
11/22/2023 Bucks at Celtics,0022300228,2023-24
11/20/2023 Celtics at Hornets,0022300217,2023-24
11/19/2023 Celtics at Grizzlies,0022300213,2023-24
11/17/2023 Celtics at Raptors,0022300031,2023-24
11/15/2023 Celtics at 76ers,0022300194,2023-24
11/13/2023 Knicks at Celtics,0022300188,2023-24
11/11/2023 Raptors at Celtics,0022300174,2023-24
11/10/2023 Nets at Celtics,0022300010,2023-24
11/08/2023 Celtics at 76ers,0022300159,2023-24
11/06/2023 Celtics at Timberwolves,0022300154,2023-24
11/04/2023 Celtics at Nets,0022300136,2023-24
11/01/2023 Pacers at Celtics,0022300118,2023-24
10/30/2023 Celtics at Wizards,0022300103,2023-24
10/27/2023 Heat at Celtics,0022300080,2023-24
10/25/2023 Celtics at Knicks,0022300065,2023-24
04/14/2024 Hornets at Cavaliers,0022301187,2023-24
04/12/2024 Pacers at Cavaliers,0022301174,2023-24
04/10/2024 Grizzlies at Cavaliers,0022301158,2023-24
04/07/2024 Cavaliers at Clippers,0022301132,2023-24
04/06/2024 Cavaliers at Lakers,0022301127,2023-24
04/03/2024 Cavaliers at Suns,0022301110,2023-24
04/02/2024 Cavaliers at Jazz,0022301100,2023-24
03/31/2024 Cavaliers at Nuggets,0022301077,2023-24
03/29/2024 76ers at Cavaliers,0022301067,2023-24
03/27/2024 Cavaliers at Hornets,0022301048,2023-24
03/25/2024 Hornets at Cavaliers,0022301033,2023-24
03/24/2024 Cavaliers at Heat,0022301029,2023-24
03/22/2024 Cavaliers at Timberwolves,0022301014,2023-24
03/20/2024 Heat at Cavaliers,0022300996,2023-24
03/18/2024 Cavaliers at Pacers,0022300983,2023-24
03/16/2024 Cavaliers at Rockets,0022300967,2023-24
03/13/2024 Cavaliers at Pelicans,0022300951,2023-24
03/11/2024 Suns at Cavaliers,0022300934,2023-24
03/10/2024 Nets at Cavaliers,0022300930,2023-24
03/08/2024 Timberwolves at Cavaliers,0022300911,2023-24
03/06/2024 Cavaliers at Hawks,0022300895,2023-24
03/05/2024 Celtics at Cavaliers,0022300886,2023-24
03/03/2024 Knicks at Cavaliers,0022300876,2023-24
03/01/2024 Cavaliers at Pistons,0022300857,2023-24
02/28/2024 Cavaliers at Bulls,0022300846,2023-24
02/27/2024 Mavericks at Cavaliers,0022300832,2023-24
02/25/2024 Cavaliers at Wizards,0022300820,2023-24
02/23/2024 Cavaliers at 76ers,0022300805,2023-24
02/22/2024 Magic at Cavaliers,0022300792,2023-24
02/14/2024 Bulls at Cavaliers,0022300781,2023-24
02/12/2024 76ers at Cavaliers,0022300762,2023-24
02/10/2024 Cavaliers at Raptors,0022300756,2023-24
02/08/2024 Cavaliers at Nets,0022300735,2023-24
02/07/2024 Cavaliers at Wizards,0022300728,2023-24
02/05/2024 Kings at Cavaliers,0022300714,2023-24
02/03/2024 Cavaliers at Spurs,0022300703,2023-24
02/01/2024 Cavaliers at Grizzlies,0022300687,2023-24
01/31/2024 Pistons at Cavaliers,0022300675,2023-24
01/29/2024 Clippers at Cavaliers,0022300658,2023-24
01/26/2024 Cavaliers at Bucks,0022300639,2023-24
01/24/2024 Cavaliers at Bucks,0022300624,2023-24
01/22/2024 Cavaliers at Magic,0022300607,2023-24
01/20/2024 Cavaliers at Hawks,0022300595,2023-24
01/17/2024 Bucks at Cavaliers,0022300572,2023-24
01/15/2024 Bulls at Cavaliers,0022300561,2023-24
01/11/2024 Nets at Cavaliers,0022300527,2023-24
01/07/2024 Spurs at Cavaliers,0022300497,2023-24
01/05/2024 Wizards at Cavaliers,0022300482,2023-24
01/03/2024 Wizards at Cavaliers,0022300465,2023-24
01/01/2024 Cavaliers at Raptors,0022300452,2023-24
12/29/2023 Bucks at Cavaliers,0022300433,2023-24
12/27/2023 Cavaliers at Mavericks,0022300420,2023-24
12/23/2023 Cavaliers at Bulls,0022300396,2023-24
12/21/2023 Pelicans at Cavaliers,0022300375,2023-24
12/20/2023 Jazz at Cavaliers,0022300364,2023-24
12/18/2023 Rockets at Cavaliers,0022300349,2023-24
12/16/2023 Hawks at Cavaliers,0022300336,2023-24
12/14/2023 Cavaliers at Celtics,0022300319,2023-24
12/12/2023 Cavaliers at Celtics,0022300305,2023-24
12/11/2023 Cavaliers at Magic,0022300294,2023-24
12/08/2023 Cavaliers at Heat,0022301220,2023-24
12/06/2023 Magic at Cavaliers,0022301205,2023-24
12/02/2023 Cavaliers at Pistons,0022300283,2023-24
11/30/2023 Trail Blazers at Cavaliers,0022300265,2023-24
11/28/2023 Hawks at Cavaliers,0022300055,2023-24
11/26/2023 Raptors at Cavaliers,0022300251,2023-24
11/25/2023 Lakers at Cavaliers,0022300242,2023-24
11/22/2023 Heat at Cavaliers,0022300229,2023-24
11/21/2023 Cavaliers at 76ers,0022300040,2023-24
11/19/2023 Nuggets at Cavaliers,0022300210,2023-24
11/17/2023 Pistons at Cavaliers,0022300030,2023-24
11/15/2023 Cavaliers at Trail Blazers,0022300199,2023-24
11/13/2023 Cavaliers at Kings,0022300191,2023-24
11/11/2023 Cavaliers at Warriors,0022300176,2023-24
11/08/2023 Cavaliers at Thunder,0022300167,2023-24
11/05/2023 Warriors at Cavaliers,0022300142,2023-24
11/03/2023 Cavaliers at Pacers,0022300001,2023-24
11/01/2023 Cavaliers at Knicks,0022300120,2023-24
10/31/2023 Knicks at Cavaliers,0022300112,2023-24
10/28/2023 Pacers at Cavaliers,0022300091,2023-24
10/27/2023 Thunder at Cavaliers,0022300081,2023-24
10/25/2023 Cavaliers at Nets,0022300067,2023-24
04/14/2024 Lakers at Pelicans,0022301195,2023-24
04/12/2024 Pelicans at Warriors,0022301182,2023-24
04/11/2024 Pelicans at Kings,0022301170,2023-24
04/09/2024 Pelicans at Trail Blazers,0022301157,2023-24
04/07/2024 Pelicans at Suns,0022301138,2023-24
04/05/2024 Spurs at Pelicans,0022301123,2023-24
04/03/2024 Magic at Pelicans,0022301109,2023-24
04/01/2024 Suns at Pelicans,0022301092,2023-24
03/30/2024 Celtics at Pelicans,0022301074,2023-24
03/28/2024 Bucks at Pelicans,0022301061,2023-24
03/26/2024 Thunder at Pelicans,0022301046,2023-24
03/24/2024 Pelicans at Pistons,0022301027,2023-24
03/22/2024 Pelicans at Heat,0022301013,2023-24
03/21/2024 Pelicans at Magic,0022301004,2023-24
03/19/2024 Pelicans at Nets,0022300993,2023-24
03/16/2024 Trail Blazers at Pelicans,0022300970,2023-24
03/15/2024 Clippers at Pelicans,0022300964,2023-24
03/13/2024 Cavaliers at Pelicans,0022300951,2023-24
03/10/2024 Pelicans at Hawks,0022300925,2023-24
03/08/2024 Pelicans at 76ers,0022300909,2023-24
03/05/2024 Pelicans at Raptors,0022300890,2023-24
03/01/2024 Pacers at Pelicans,0022300863,2023-24
02/28/2024 Pelicans at Pacers,0022300843,2023-24
02/27/2024 Pelicans at Knicks,0022300837,2023-24
02/25/2024 Bulls at Pelicans,0022300823,2023-24
02/23/2024 Heat at Pelicans,0022300810,2023-24
02/22/2024 Rockets at Pelicans,0022300798,2023-24
02/14/2024 Wizards at Pelicans,0022300784,2023-24
02/12/2024 Pelicans at Grizzlies,0022300766,2023-24
02/10/2024 Pelicans at Trail Blazers,0022300758,2023-24
02/09/2024 Pelicans at Lakers,0022300747,2023-24
02/07/2024 Pelicans at Clippers,0022300731,2023-24
02/05/2024 Raptors at Pelicans,0022300718,2023-24
02/02/2024 Pelicans at Spurs,0022300696,2023-24
01/31/2024 Pelicans at Rockets,0022300679,2023-24
01/29/2024 Pelicans at Celtics,0022300659,2023-24
01/27/2024 Pelicans at Bucks,0022300648,2023-24
01/26/2024 Thunder at Pelicans,0022300640,2023-24
01/23/2024 Jazz at Pelicans,0022300616,2023-24
01/19/2024 Suns at Pelicans,0022300588,2023-24
01/17/2024 Hornets at Pelicans,0022300575,2023-24
01/15/2024 Pelicans at Mavericks,0022300556,2023-24
01/13/2024 Pelicans at Mavericks,0022300547,2023-24
01/12/2024 Pelicans at Nuggets,0022300539,2023-24
01/10/2024 Pelicans at Warriors,0022300525,2023-24
01/07/2024 Pelicans at Kings,0022300500,2023-24
01/05/2024 Clippers at Pelicans,0022300486,2023-24
01/03/2024 Pelicans at Timberwolves,0022300471,2023-24
01/02/2024 Nets at Pelicans,0022300461,2023-24
12/31/2023 Lakers at Pelicans,0022300446,2023-24
12/28/2023 Jazz at Pelicans,0022300424,2023-24
12/26/2023 Grizzlies at Pelicans,0022300410,2023-24
12/23/2023 Rockets at Pelicans,0022300392,2023-24
12/21/2023 Pelicans at Cavaliers,0022300375,2023-24
12/19/2023 Grizzlies at Pelicans,0022300360,2023-24
12/17/2023 Pelicans at Spurs,0022300345,2023-24
12/15/2023 Pelicans at Hornets,0022300326,2023-24
12/13/2023 Pelicans at Wizards,0022300311,2023-24
12/11/2023 Timberwolves at Pelicans,0022300301,2023-24
12/07/2023 Pelicans at Lakers,0022301230,2023-24
12/04/2023 Pelicans at Kings,0022301204,2023-24
12/02/2023 Pelicans at Bulls,0022300285,2023-24
12/01/2023 Spurs at Pelicans,0022300278,2023-24
11/29/2023 76ers at Pelicans,0022300262,2023-24
11/27/2023 Pelicans at Jazz,0022300256,2023-24
11/25/2023 Pelicans at Jazz,0022300243,2023-24
11/24/2023 Pelicans at Clippers,0022300052,2023-24
11/22/2023 Kings at Pelicans,0022300233,2023-24
11/20/2023 Kings at Pelicans,0022300222,2023-24
11/18/2023 Timberwolves at Pelicans,0022300203,2023-24
11/17/2023 Nuggets at Pelicans,0022300034,2023-24
11/14/2023 Mavericks at Pelicans,0022300022,2023-24
11/12/2023 Mavericks at Pelicans,0022300183,2023-24
11/10/2023 Pelicans at Rockets,0022300011,2023-24
11/08/2023 Pelicans at Timberwolves,0022300166,2023-24
11/06/2023 Pelicans at Nuggets,0022300156,2023-24
11/04/2023 Hawks at Pelicans,0022300135,2023-24
11/02/2023 Pistons at Pelicans,0022300129,2023-24
11/01/2023 Pelicans at Thunder,0022300121,2023-24
10/30/2023 Warriors at Pelicans,0022300108,2023-24
10/28/2023 Knicks at Pelicans,0022300090,2023-24
10/25/2023 Pelicans at Grizzlies,0022300071,2023-24
04/14/2024 Bulls at Knicks,0022301190,2023-24
04/12/2024 Bulls at Wizards,0022301172,2023-24
04/11/2024 Bulls at Pistons,0022301166,2023-24
04/09/2024 Knicks at Bulls,0022301149,2023-24
04/07/2024 Bulls at Magic,0022301136,2023-24
04/05/2024 Knicks at Bulls,0022301119,2023-24
04/01/2024 Hawks at Bulls,0022301091,2023-24
03/31/2024 Bulls at Timberwolves,0022301084,2023-24
03/29/2024 Bulls at Nets,0022301066,2023-24
03/27/2024 Pacers at Bulls,0022301054,2023-24
03/25/2024 Wizards at Bulls,0022301037,2023-24
03/23/2024 Celtics at Bulls,0022301023,2023-24
03/21/2024 Bulls at Rockets,0022301006,2023-24
03/18/2024 Trail Blazers at Bulls,0022300986,2023-24
03/16/2024 Wizards at Bulls,0022300971,2023-24
03/14/2024 Clippers at Bulls,0022300956,2023-24
03/13/2024 Bulls at Pacers,0022300948,2023-24
03/11/2024 Mavericks at Bulls,0022300935,2023-24
03/09/2024 Bulls at Clippers,0022300917,2023-24
03/07/2024 Bulls at Warriors,0022300907,2023-24
03/06/2024 Bulls at Jazz,0022300898,2023-24
03/04/2024 Bulls at Kings,0022300883,2023-24
03/01/2024 Bucks at Bulls,0022300864,2023-24
02/28/2024 Cavaliers at Bulls,0022300846,2023-24
02/27/2024 Pistons at Bulls,0022300839,2023-24
02/25/2024 Bulls at Pelicans,0022300823,2023-24
02/22/2024 Celtics at Bulls,0022300797,2023-24
02/14/2024 Bulls at Cavaliers,0022300781,2023-24
02/12/2024 Bulls at Hawks,0022300763,2023-24
02/10/2024 Bulls at Magic,0022300752,2023-24
02/08/2024 Bulls at Grizzlies,0022300737,2023-24
02/06/2024 Timberwolves at Bulls,0022300723,2023-24
02/03/2024 Kings at Bulls,0022300700,2023-24
01/31/2024 Bulls at Hornets,0022300674,2023-24
01/30/2024 Raptors at Bulls,0022300672,2023-24
01/28/2024 Bulls at Trail Blazers,0022300656,2023-24
01/25/2024 Bulls at Lakers,0022300633,2023-24
01/22/2024 Bulls at Suns,0022300612,2023-24
01/20/2024 Grizzlies at Bulls,0022300597,2023-24
01/18/2024 Bulls at Raptors,0022300580,2023-24
01/15/2024 Bulls at Cavaliers,0022300561,2023-24
01/13/2024 Bulls at Spurs,0022300548,2023-24
01/12/2024 Warriors at Bulls,0022300536,2023-24
01/10/2024 Rockets at Bulls,0022300523,2023-24
01/08/2024 Bulls at Hornets,0022300506,2023-24
01/05/2024 Hornets at Bulls,0022300484,2023-24
01/03/2024 Bulls at Knicks,0022300468,2023-24
01/02/2024 Bulls at 76ers,0022300459,2023-24
12/30/2023 76ers at Bulls,0022300442,2023-24
12/28/2023 Pacers at Bulls,0022300422,2023-24
12/26/2023 Hawks at Bulls,0022300408,2023-24
12/23/2023 Cavaliers at Bulls,0022300396,2023-24
12/21/2023 Spurs at Bulls,0022300376,2023-24
12/20/2023 Lakers at Bulls,0022300370,2023-24
12/18/2023 Bulls at 76ers,0022300351,2023-24
12/16/2023 Bulls at Heat,0022300337,2023-24
12/14/2023 Bulls at Heat,0022300320,2023-24
12/12/2023 Nuggets at Bulls,0022300307,2023-24
12/11/2023 Bulls at Bucks,0022300300,2023-24
12/08/2023 Bulls at Spurs,0022301223,2023-24
12/06/2023 Hornets at Bulls,0022301211,2023-24
12/02/2023 Pelicans at Bulls,0022300285,2023-24
11/30/2023 Bucks at Bulls,0022300269,2023-24
11/28/2023 Bulls at Celtics,0022300053,2023-24
11/26/2023 Bulls at Nets,0022300250,2023-24
11/24/2023 Bulls at Raptors,0022300046,2023-24
11/22/2023 Bulls at Thunder,0022300234,2023-24
11/20/2023 Heat at Bulls,0022300220,2023-24
11/18/2023 Heat at Bulls,0022300204,2023-24
11/17/2023 Magic at Bulls,0022300033,2023-24
11/15/2023 Magic at Bulls,0022300196,2023-24
11/13/2023 Bulls at Bucks,0022300190,2023-24
11/12/2023 Pistons at Bulls,0022300181,2023-24
11/08/2023 Suns at Bulls,0022300162,2023-24
11/06/2023 Jazz at Bulls,0022300152,2023-24
11/04/2023 Bulls at Nuggets,0022300139,2023-24
11/03/2023 Nets at Bulls,0022300004,2023-24
11/01/2023 Bulls at Mavericks,0022300124,2023-24
10/30/2023 Bulls at Pacers,0022300102,2023-24
10/28/2023 Bulls at Pistons,0022300088,2023-24
10/27/2023 Raptors at Bulls,0022300082,2023-24
10/25/2023 Thunder at Bulls,0022300070,2023-24
04/14/2024 Mavericks at Thunder,0022301196,2023-24
04/12/2024 Pistons at Mavericks,0022301181,2023-24
04/10/2024 Mavericks at Heat,0022301161,2023-24
04/09/2024 Mavericks at Hornets,0022301144,2023-24
04/07/2024 Rockets at Mavericks,0022301131,2023-24
04/05/2024 Warriors at Mavericks,0022301097,2023-24
04/04/2024 Hawks at Mavericks,0022301124,2023-24
04/02/2024 Mavericks at Warriors,0022300589,2023-24
03/31/2024 Mavericks at Rockets,0022301083,2023-24
03/29/2024 Mavericks at Kings,0022301073,2023-24
03/26/2024 Mavericks at Kings,0022301047,2023-24
03/25/2024 Mavericks at Jazz,0022301041,2023-24
03/21/2024 Jazz at Mavericks,0022301008,2023-24
03/19/2024 Mavericks at Spurs,0022300994,2023-24
03/17/2024 Nuggets at Mavericks,0022300978,2023-24
03/14/2024 Mavericks at Thunder,0022300959,2023-24
03/13/2024 Warriors at Mavericks,0022300952,2023-24
03/11/2024 Mavericks at Bulls,0022300935,2023-24
03/09/2024 Mavericks at Pistons,0022300919,2023-24
03/07/2024 Heat at Mavericks,0022300904,2023-24
03/05/2024 Pacers at Mavericks,0022300892,2023-24
03/03/2024 76ers at Mavericks,0022300871,2023-24
03/01/2024 Mavericks at Celtics,0022300859,2023-24
02/28/2024 Mavericks at Raptors,0022300844,2023-24
02/27/2024 Mavericks at Cavaliers,0022300832,2023-24
02/25/2024 Mavericks at Pacers,0022300819,2023-24
02/22/2024 Suns at Mavericks,0022300796,2023-24
02/14/2024 Spurs at Mavericks,0022300785,2023-24
02/12/2024 Wizards at Mavericks,0022300768,2023-24
02/10/2024 Thunder at Mavericks,0022300748,2023-24
02/08/2024 Mavericks at Knicks,0022300736,2023-24
02/06/2024 Mavericks at Nets,0022300720,2023-24
02/05/2024 Mavericks at 76ers,0022300715,2023-24
02/03/2024 Bucks at Mavericks,0022300702,2023-24
01/31/2024 Mavericks at Timberwolves,0022300680,2023-24
01/29/2024 Magic at Mavericks,0022300666,2023-24
01/27/2024 Kings at Mavericks,0022300651,2023-24
01/26/2024 Mavericks at Hawks,0022300634,2023-24
01/24/2024 Suns at Mavericks,0022300625,2023-24
01/22/2024 Celtics at Mavericks,0022300611,2023-24
01/17/2024 Mavericks at Lakers,0022300577,2023-24
01/15/2024 Pelicans at Mavericks,0022300556,2023-24
01/13/2024 Pelicans at Mavericks,0022300547,2023-24
01/11/2024 Knicks at Mavericks,0022300530,2023-24
01/09/2024 Grizzlies at Mavericks,0022300515,2023-24
01/07/2024 Timberwolves at Mavericks,0022300501,2023-24
01/05/2024 Trail Blazers at Mavericks,0022300487,2023-24
01/03/2024 Trail Blazers at Mavericks,0022300472,2023-24
01/01/2024 Mavericks at Jazz,0022300457,2023-24
12/30/2023 Mavericks at Warriors,0022300444,2023-24
12/28/2023 Mavericks at Timberwolves,0022300423,2023-24
12/27/2023 Cavaliers at Mavericks,0022300420,2023-24
12/25/2023 Mavericks at Suns,0022300405,2023-24
12/23/2023 Spurs at Mavericks,0022300398,2023-24
12/22/2023 Mavericks at Rockets,0022300385,2023-24
12/20/2023 Clippers at Mavericks,0022300372,2023-24
12/18/2023 Mavericks at Nuggets,0022300356,2023-24
12/16/2023 Mavericks at Trail Blazers,0022300341,2023-24
12/14/2023 Timberwolves at Mavericks,0022300321,2023-24
12/12/2023 Lakers at Mavericks,0022300306,2023-24
12/11/2023 Mavericks at Grizzlies,0022300299,2023-24
12/08/2023 Mavericks at Trail Blazers,0022301226,2023-24
12/06/2023 Jazz at Mavericks,0022301213,2023-24
12/02/2023 Thunder at Mavericks,0022300287,2023-24
12/01/2023 Grizzlies at Mavericks,0022300277,2023-24
11/28/2023 Rockets at Mavericks,0022300059,2023-24
11/25/2023 Mavericks at Clippers,0022300244,2023-24
11/22/2023 Mavericks at Lakers,0022300238,2023-24
11/19/2023 Kings at Mavericks,0022300212,2023-24
11/18/2023 Mavericks at Bucks,0022300205,2023-24
11/15/2023 Mavericks at Wizards,0022300192,2023-24
11/14/2023 Mavericks at Pelicans,0022300022,2023-24
11/12/2023 Mavericks at Pelicans,0022300183,2023-24
11/10/2023 Clippers at Mavericks,0022300014,2023-24
11/08/2023 Raptors at Mavericks,0022300168,2023-24
11/06/2023 Mavericks at Magic,0022300147,2023-24
11/05/2023 Hornets at Mavericks,0022300143,2023-24
11/03/2023 Mavericks at Nuggets,0022300006,2023-24
11/01/2023 Bulls at Mavericks,0022300124,2023-24
10/30/2023 Mavericks at Grizzlies,0022300106,2023-24
10/27/2023 Nets at Mavericks,0022300084,2023-24
10/25/2023 Mavericks at Spurs,0022300073,2023-24
04/14/2024 Nuggets at Grizzlies,0022301193,2023-24
04/12/2024 Nuggets at Spurs,0022301180,2023-24
04/10/2024 Timberwolves at Nuggets,0022301164,2023-24
04/09/2024 Nuggets at Jazz,0022301154,2023-24
04/06/2024 Hawks at Nuggets,0022301130,2023-24
04/04/2024 Nuggets at Clippers,0022301114,2023-24
04/02/2024 Spurs at Nuggets,0022301099,2023-24
03/31/2024 Cavaliers at Nuggets,0022301077,2023-24
03/29/2024 Timberwolves at Nuggets,0022301071,2023-24
