CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,8,1,5,240,0,42,88,0.477,11,36,0.306,14,15,0.933,6,36,50,27,21,2,12,4,109,50.0,109.0,0,0.5702479338842975,-6.0,2021-22,2022-01-05 00:00:00,22100575
OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,0,5,1,5,240,0,43,92,0.467,14,41,0.341,15,18,0.833,8,36,49,22,18,7,7,4,115,49.0,115.0,0,0.5752212389380531,6.0,2021-22,2022-01-05 00:00:00,22100575
Houston,Rockets,1610612745,0,1,0,1,0,0,1,5,1,5,240,0,37,85,0.435,16,42,0.381,21,24,0.875,13,23,41,20,24,10,18,4,111,41.0,111.0,1,0.5181818181818182,-13.0,2021-22,2022-01-01 00:00:00,22100543
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,9,1,5,240,0,46,86,0.535,10,32,0.313,22,27,0.815,13,33,55,33,23,10,18,6,124,55.0,124.0,0,0.6370967741935484,13.0,2021-22,2022-01-01 00:00:00,22100543
Golden State,Warriors,1610612744,0,1,0,1,0,0,1,14,1,5,240,0,30,72,0.417,10,32,0.313,16,31,0.516,8,35,57,20,20,8,17,2,86,57.0,86.0,0,0.495049504950495,-3.0,2021-22,2021-12-28 00:00:00,22100514
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,1,12,1,5,240,0,34,83,0.41,8,33,0.242,13,20,0.65,13,31,56,24,19,10,16,5,89,56.0,89.0,0,0.5272727272727272,3.0,2021-22,2021-12-28 00:00:00,22100514
LA,Clippers,1610612746,0,1,0,1,0,0,0,9,1,5,240,0,40,86,0.465,8,26,0.308,12,18,0.667,8,38,55,26,22,8,14,7,100,55.0,100.0,0,0.559322033898305,-3.0,2021-22,2021-12-26 00:00:00,22100500
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,6,1,5,240,0,39,95,0.411,15,41,0.366,10,11,0.909,10,38,54,29,20,7,14,4,103,54.0,103.0,0,0.53125,3.0,2021-22,2021-12-26 00:00:00,22100500
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,11,1,5,240,0,40,96,0.417,14,40,0.35,13,17,0.765,10,44,65,23,22,7,15,2,107,65.0,107.0,0,0.5080645161290323,-8.0,2021-22,2021-12-23 00:00:00,22100482
OPPONENTS, Hornets,1610612766,1,0,0,0,1,0,0,3,1,5,240,0,39,94,0.415,16,47,0.34,21,24,0.875,12,38,53,28,21,10,11,8,115,53.0,115.0,0,0.5537190082644629,8.0,2021-22,2021-12-23 00:00:00,22100482
Oklahoma City,Thunder,1610612760,1,0,1,0,0,0,0,6,1,5,240,0,42,94,0.447,8,34,0.235,16,19,0.842,15,45,66,22,25,7,11,4,108,66.0,108.0,0,0.5714285714285714,14.0,2021-22,2021-12-22 00:00:00,22100474
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,0,12,1,5,240,0,33,84,0.393,13,44,0.295,15,26,0.577,4,35,51,21,18,7,11,5,94,51.0,94.0,0,0.4821428571428571,-14.0,2021-22,2021-12-22 00:00:00,22100474
Denver,Nuggets,1610612743,0,1,0,1,0,0,1,12,1,5,240,0,38,84,0.452,14,39,0.359,17,23,0.739,9,33,54,33,15,5,18,3,107,54.0,107.0,0,0.5634920634920635,-17.0,2021-22,2021-12-15 00:00:00,22100424
OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,1,7,1,5,240,0,45,88,0.511,23,48,0.479,11,16,0.688,6,33,46,24,23,10,12,5,124,46.0,124.0,0,0.5847457627118644,17.0,2021-22,2021-12-15 00:00:00,22100424
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,5,1,5,240,0,37,79,0.468,10,32,0.313,29,33,0.879,4,45,54,26,19,8,13,2,113,54.0,113.0,0,0.5526315789473685,6.0,2021-22,2021-12-13 00:00:00,22100411
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,8,1,5,240,0,41,90,0.456,12,34,0.353,13,21,0.619,6,35,49,25,26,7,10,5,107,49.0,107.0,0,0.5546218487394958,-6.0,2021-22,2021-12-13 00:00:00,22100411
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,12,1,5,240,0,41,89,0.461,10,27,0.37,20,29,0.69,14,31,57,28,18,4,17,4,112,57.0,112.0,0,0.575,-15.0,2021-22,2021-12-11 00:00:00,22100397
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,1,6,1,5,240,0,47,93,0.505,20,43,0.465,13,14,0.929,10,31,47,33,25,9,12,8,127,47.0,127.0,0,0.625,15.0,2021-22,2021-12-11 00:00:00,22100397
San Antonio,Spurs,1610612759,1,0,1,0,0,0,1,5,1,5,240,0,46,88,0.523,15,35,0.429,16,22,0.727,14,40,59,32,21,5,14,7,123,59.0,123.0,0,0.65,12.0,2021-22,2021-12-09 00:00:00,22100381
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,9,1,5,240,0,42,94,0.447,15,39,0.385,12,13,0.923,5,28,42,29,21,7,9,5,111,42.0,111.0,1,0.5590551181102362,-12.0,2021-22,2021-12-09 00:00:00,22100381
New York,Knicks,1610612752,0,1,0,1,0,0,0,11,1,5,240,0,35,88,0.398,12,40,0.3,17,21,0.81,16,24,51,23,12,7,11,3,99,51.0,99.0,0,0.5471698113207547,-14.0,2021-22,2021-12-04 00:00:00,22100342
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,4,1,5,240,0,44,84,0.524,20,43,0.465,5,5,1.0,8,34,46,30,19,10,13,5,113,46.0,113.0,0,0.6218487394957983,14.0,2021-22,2021-12-04 00:00:00,22100342
Orlando,Magic,1610612753,1,0,1,0,0,0,1,6,1,5,240,0,44,81,0.543,6,27,0.222,14,19,0.737,1,38,45,26,15,8,13,6,108,45.0,108.0,0,0.5882352941176471,5.0,2021-22,2021-12-01 00:00:00,22100320
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,9,1,5,240,0,39,80,0.488,10,34,0.294,15,21,0.714,1,34,44,22,19,5,15,4,103,44.0,103.0,0,0.5258620689655172,-5.0,2021-22,2021-12-01 00:00:00,22100320
Miami,Heat,1610612748,0,1,0,1,0,0,0,8,1,5,240,0,43,91,0.473,15,44,0.341,10,15,0.667,12,27,47,32,18,2,9,1,111,47.0,111.0,0,0.625,-9.0,2021-22,2021-11-29 00:00:00,22100306
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,7,1,5,240,0,43,74,0.581,18,35,0.514,16,21,0.762,5,30,42,32,18,2,13,1,120,42.0,120.0,0,0.6578947368421053,9.0,2021-22,2021-11-29 00:00:00,22100306
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,5,1,5,240,0,40,92,0.435,17,47,0.362,12,14,0.857,9,22,36,24,19,9,8,2,109,36.0,109.0,0,0.5565217391304348,-11.0,2021-22,2021-11-26 00:00:00,22100288
OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,3,9,1,5,240,0,46,73,0.63,16,33,0.485,12,20,0.6,5,39,53,24,14,3,22,7,120,53.0,120.0,0,0.6140350877192983,11.0,2021-22,2021-11-26 00:00:00,22100288
Portland,Trail Blazers,1610612757,1,0,1,0,0,0,0,7,1,5,240,0,45,88,0.511,15,39,0.385,14,20,0.7,12,31,50,25,18,12,9,7,119,50.0,119.0,0,0.6363636363636364,19.0,2021-22,2021-11-23 00:00:00,22100265
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,2,4,1,5,240,0,38,78,0.487,15,33,0.455,9,11,0.818,7,30,41,26,15,6,19,5,100,41.0,100.0,0,0.5517241379310345,-19.0,2021-22,2021-11-23 00:00:00,22100265
Phoenix,Suns,1610612756,1,0,1,0,0,0,2,5,1,5,240,0,46,87,0.529,11,36,0.306,23,26,0.885,10,41,56,34,20,7,13,3,126,56.0,126.0,0,0.6451612903225806,29.0,2021-22,2021-11-21 00:00:00,22100251
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,0,11,1,5,240,0,33,90,0.367,11,38,0.289,20,28,0.714,12,30,53,20,22,5,10,1,97,53.0,97.0,0,0.4907407407407407,-29.0,2021-22,2021-11-21 00:00:00,22100251
Denver,Nuggets,1610612743,0,1,0,1,0,0,1,9,1,5,240,0,32,89,0.36,12,36,0.333,13,16,0.813,10,36,55,22,14,6,11,4,89,55.0,89.0,0,0.4821428571428571,-14.0,2021-22,2021-11-18 00:00:00,22100228
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,1,8,1,5,240,0,43,85,0.506,11,29,0.379,6,12,0.5,6,39,53,22,18,5,10,7,103,53.0,103.0,0,0.5855855855855856,14.0,2021-22,2021-11-18 00:00:00,22100228
Denver,Nuggets,1610612743,1,0,1,0,0,0,2,4,1,5,240,0,47,90,0.522,19,40,0.475,11,14,0.786,14,35,53,29,14,9,11,1,124,53.0,124.0,0,0.6551724137931034,29.0,2021-22,2021-11-14 00:00:00,22100197
OPPONENTS, Trail Blazers,1610612757,0,1,0,0,0,1,1,3,1,5,240,0,35,80,0.438,13,39,0.333,12,13,0.923,8,28,39,22,15,8,13,4,95,39.0,95.0,0,0.5327102803738317,-29.0,2021-22,2021-11-14 00:00:00,22100197
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,5,1,5,240,0,36,84,0.429,12,30,0.4,17,20,0.85,11,28,44,19,14,5,10,4,101,44.0,101.0,0,0.5392156862745098,3.0,2021-22,2021-11-10 00:00:00,22100167
OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,3,7,1,5,240,0,40,84,0.476,11,31,0.355,7,11,0.636,10,38,55,22,19,5,15,11,98,55.0,98.0,0,0.5585585585585585,-3.0,2021-22,2021-11-10 00:00:00,22100167
Denver,Nuggets,1610612743,1,0,1,0,0,0,1,14,1,5,240,0,42,91,0.462,12,41,0.293,17,24,0.708,12,37,63,28,23,7,10,5,113,63.0,113.0,0,0.5982905982905983,17.0,2021-22,2021-11-08 00:00:00,22100151
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,0,7,1,5,240,0,31,78,0.397,13,36,0.361,21,25,0.84,6,31,44,22,20,3,13,3,96,44.0,96.0,0,0.4953271028037383,-17.0,2021-22,2021-11-08 00:00:00,22100151
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,4,1,5,240,0,36,89,0.404,9,40,0.225,14,17,0.824,10,35,49,19,20,10,11,5,95,49.0,95.0,0,0.5045871559633027,1.0,2021-22,2021-11-06 00:00:00,22100133
OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,1,8,1,5,240,0,35,75,0.467,8,28,0.286,16,24,0.667,7,40,55,19,16,8,17,6,94,55.0,94.0,0,0.5192307692307693,-1.0,2021-22,2021-11-06 00:00:00,22100133
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,7,1,5,240,0,42,81,0.519,16,34,0.471,8,14,0.571,3,33,43,28,16,9,12,7,108,43.0,108.0,0,0.5932203389830508,2.0,2021-22,2021-11-03 00:00:00,22100114
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,7,1,5,240,0,43,91,0.473,8,27,0.296,12,13,0.923,11,33,51,24,16,7,12,4,106,51.0,106.0,0,0.5775862068965517,-2.0,2021-22,2021-11-03 00:00:00,22100114
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,8,1,5,240,0,44,97,0.454,13,34,0.382,5,7,0.714,11,44,63,20,18,8,13,4,106,63.0,106.0,0,0.5378151260504201,9.0,2021-22,2021-11-01 00:00:00,22100100
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,0,6,1,5,240,0,39,88,0.443,9,38,0.237,10,15,0.667,6,34,46,27,10,8,12,8,97,46.0,97.0,0,0.5454545454545454,-9.0,2021-22,2021-11-01 00:00:00,22100100
Minnesota,Timberwolves,1610612750,0,1,0,1,0,0,0,5,1,5,240,0,35,89,0.393,13,41,0.317,8,9,0.889,15,31,51,21,23,8,20,6,91,51.0,91.0,0,0.4869565217391304,-2.0,2021-22,2021-10-30 00:00:00,22100087
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,12,1,5,240,0,36,88,0.409,9,37,0.243,12,16,0.75,14,34,60,24,15,11,18,10,93,60.0,93.0,0,0.5172413793103449,2.0,2021-22,2021-10-30 00:00:00,22100087
Utah,Jazz,1610612762,1,0,1,0,0,0,1,11,1,5,240,0,44,85,0.518,12,39,0.308,22,29,0.759,8,33,52,20,22,5,14,6,122,52.0,122.0,0,0.5765765765765766,12.0,2021-22,2021-10-26 00:00:00,22100054
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,0,10,1,5,240,0,42,83,0.506,10,28,0.357,16,24,0.667,5,30,45,19,23,9,13,3,110,45.0,110.0,0,0.5545454545454546,-12.0,2021-22,2021-10-26 00:00:00,22100054
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,5,1,5,240,0,44,86,0.512,9,30,0.3,5,8,0.625,8,33,46,26,21,10,21,2,102,46.0,102.0,0,0.56,6.0,2021-22,2021-10-22 00:00:00,22100024
OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,0,8,1,5,240,0,40,84,0.476,6,24,0.25,10,14,0.714,7,32,47,24,17,11,20,2,96,47.0,96.0,0,0.5289256198347108,-6.0,2021-22,2021-10-22 00:00:00,22100024
Phoenix,Suns,1610612756,0,1,0,1,0,0,0,5,1,5,240,0,36,87,0.414,14,37,0.378,12,17,0.706,11,34,50,23,18,9,18,3,98,50.0,98.0,0,0.5042735042735043,-12.0,2021-22,2021-10-20 00:00:00,22100012
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,2,3,1,5,240,0,44,83,0.53,17,39,0.436,5,9,0.556,6,40,49,25,20,9,19,1,110,49.0,110.0,0,0.5702479338842975,12.0,2021-22,2021-10-20 00:00:00,22100012
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,10,1,5,240,0,32,80,0.4,10,31,0.323,20,27,0.741,4,37,51,19,24,5,12,3,94,51.0,94.0,0,0.4766355140186916,-6.0,2021-22,2022-04-09 00:00:00,22101215
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,0,8,1,5,240,0,33,81,0.407,8,32,0.25,26,33,0.788,13,38,59,23,22,8,12,1,100,59.0,100.0,0,0.5436893203883495,6.0,2021-22,2022-04-09 00:00:00,22101215
Golden State,Warriors,1610612744,1,0,1,0,0,0,0,3,1,5,240,0,51,97,0.526,16,32,0.5,10,10,1.0,9,36,48,39,26,10,15,5,128,48.0,128.0,0,0.6338028169014085,16.0,2021-22,2022-04-07 00:00:00,22101202
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,1,11,1,5,240,0,37,83,0.446,9,32,0.281,29,38,0.763,8,34,53,14,13,8,19,4,112,53.0,112.0,0,0.4722222222222222,-16.0,2021-22,2022-04-07 00:00:00,22101202
Sacramento,Kings,1610612758,0,1,0,1,0,0,1,5,1,5,240,0,31,81,0.383,7,33,0.212,21,24,0.875,6,29,40,19,15,5,13,1,90,40.0,90.0,0,0.4672897196261682,-19.0,2021-22,2022-04-03 00:00:00,22101176
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,2,8,1,5,240,0,41,79,0.519,16,34,0.471,11,15,0.733,7,40,55,29,28,8,17,8,109,55.0,109.0,1,0.5932203389830508,19.0,2021-22,2022-04-03 00:00:00,22101176
Golden State,Warriors,1610612744,1,0,1,0,0,0,0,3,1,5,240,0,40,84,0.476,20,48,0.417,11,12,0.917,6,35,44,30,22,5,11,6,111,44.0,111.0,0,0.5882352941176471,4.0,2021-22,2022-04-02 00:00:00,22101165
OPPONENTS, Jazz,1610612762,0,1,0,0,0,1,1,11,1,5,240,0,38,89,0.427,15,46,0.326,16,22,0.727,12,35,58,19,17,8,13,2,107,58.0,107.0,0,0.5229357798165137,-4.0,2021-22,2022-04-02 00:00:00,22101165
Golden State,Warriors,1610612744,0,1,0,1,0,0,0,6,1,5,240,0,35,83,0.422,13,38,0.342,20,25,0.8,10,38,54,26,24,7,21,4,103,54.0,103.0,0,0.5083333333333333,-4.0,2021-22,2022-03-30 00:00:00,22101145
OPPONENTS, Suns,1610612756,1,0,0,0,1,0,0,13,1,5,240,0,38,92,0.413,7,28,0.25,24,30,0.8,12,34,59,20,19,9,14,1,107,59.0,107.0,0,0.5087719298245614,4.0,2021-22,2022-03-30 00:00:00,22101145
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,12,1,5,240,0,43,92,0.467,12,30,0.4,25,35,0.714,13,39,64,26,21,11,14,3,123,64.0,123.0,0,0.5798319327731093,28.0,2021-22,2022-03-28 00:00:00,22101129
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,2,9,1,5,240,0,33,81,0.407,9,29,0.31,20,26,0.769,7,33,49,18,27,6,17,7,95,49.0,95.0,0,0.4678899082568807,-28.0,2021-22,2022-03-28 00:00:00,22101129
Washington,Wizards,1610612764,1,0,1,0,0,0,0,6,1,5,240,0,44,84,0.524,16,28,0.571,19,22,0.864,5,37,48,33,24,5,12,8,123,48.0,123.0,0,0.6209677419354839,8.0,2021-22,2022-03-27 00:00:00,22101117
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,8,1,5,240,0,38,89,0.427,8,33,0.242,31,39,0.795,13,33,54,20,24,8,10,2,115,54.0,115.0,0,0.5471698113207547,-8.0,2021-22,2022-03-27 00:00:00,22101117
Miami,Heat,1610612748,0,1,0,1,0,0,1,7,1,5,240,0,37,85,0.435,14,36,0.389,16,21,0.762,8,26,41,26,19,8,10,1,104,41.0,104.0,0,0.5575221238938053,-14.0,2021-22,2022-03-23 00:00:00,22101088
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,2,8,1,5,240,0,40,77,0.519,15,36,0.417,23,27,0.852,7,38,53,23,24,5,13,2,118,53.0,118.0,1,0.5943396226415094,14.0,2021-22,2022-03-23 00:00:00,22101088
Orlando,Magic,1610612753,1,0,1,0,0,0,1,11,1,5,240,0,34,79,0.43,10,36,0.278,16,20,0.8,6,33,50,25,14,9,14,6,94,50.0,94.0,0,0.5267857142857143,4.0,2021-22,2022-03-22 00:00:00,22101080
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,7,1,5,240,0,34,85,0.4,11,32,0.344,11,16,0.688,12,36,55,21,23,6,18,3,90,55.0,90.0,0,0.4910714285714285,-4.0,2021-22,2022-03-22 00:00:00,22101080
Golden State,Warriors,1610612744,0,1,0,1,0,0,0,7,1,5,240,0,41,90,0.456,11,33,0.333,15,21,0.714,20,37,64,26,20,5,15,1,108,64.0,108.0,0,0.6036036036036037,-2.0,2021-22,2022-03-20 00:00:00,22101070
OPPONENTS, Spurs,1610612759,1,0,0,0,1,0,1,13,1,5,240,0,38,98,0.388,15,40,0.375,19,25,0.76,17,27,57,25,18,7,11,2,110,57.0,110.0,0,0.5384615384615384,2.0,2021-22,2022-03-20 00:00:00,22101070
Golden State,Warriors,1610612744,1,0,1,0,0,0,0,5,1,5,240,0,45,84,0.536,18,45,0.4,18,22,0.818,6,38,49,26,21,7,13,4,126,49.0,126.0,0,0.6068376068376068,14.0,2021-22,2022-03-14 00:00:00,22101025
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,4,1,5,240,0,42,82,0.512,10,26,0.385,18,23,0.783,5,30,39,28,18,7,12,1,112,39.0,112.0,0,0.5982905982905983,-14.0,2021-22,2022-03-14 00:00:00,22101025
Golden State,Warriors,1610612744,1,0,1,0,0,0,2,9,1,5,240,0,45,93,0.484,18,45,0.4,14,15,0.933,12,43,64,33,19,3,12,7,122,64.0,122.0,0,0.6190476190476191,13.0,2021-22,2022-03-12 00:00:00,22101008
OPPONENTS, Bucks,1610612749,0,1,0,0,0,1,1,7,1,5,240,0,38,92,0.413,17,44,0.386,16,23,0.696,8,31,46,27,16,8,5,2,109,46.0,109.0,0,0.5603448275862069,-13.0,2021-22,2022-03-12 00:00:00,22101008
Golden State,Warriors,1610612744,1,0,1,0,0,0,0,8,1,5,240,0,44,92,0.478,13,34,0.382,11,13,0.846,10,41,59,33,20,8,16,6,112,59.0,112.0,0,0.5877862595419847,15.0,2021-22,2022-03-08 00:00:00,22100980
OPPONENTS, Clippers,1610612746,0,1,0,0,0,1,0,8,1,5,240,0,33,93,0.355,12,39,0.308,19,23,0.826,12,35,55,23,12,12,13,3,97,55.0,97.0,0,0.4786324786324786,-15.0,2021-22,2022-03-08 00:00:00,22100980
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,3,8,1,5,240,0,44,89,0.494,18,41,0.439,18,21,0.857,12,35,55,25,18,10,20,6,124,55.0,124.0,0,0.5655737704918032,8.0,2021-22,2022-03-05 00:00:00,22100959
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,8,1,5,240,0,46,92,0.5,15,34,0.441,9,19,0.474,10,31,49,22,20,11,16,4,116,49.0,116.0,0,0.5666666666666667,-8.0,2021-22,2022-03-05 00:00:00,22100959
Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,0,12,1,5,240,0,47,89,0.528,16,40,0.4,19,23,0.826,6,36,54,27,20,10,16,2,129,54.0,129.0,0,0.5873015873015873,15.0,2021-22,2022-03-01 00:00:00,22100930
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,4,1,5,240,0,41,90,0.456,13,45,0.289,19,22,0.864,8,32,44,26,25,11,17,3,114,44.0,114.0,0,0.536,-15.0,2021-22,2022-03-01 00:00:00,22100930
Portland,Trail Blazers,1610612757,0,1,0,1,0,0,0,10,1,5,240,0,31,79,0.392,9,35,0.257,24,29,0.828,6,25,41,16,29,5,18,4,95,41.0,95.0,0,0.4392523364485981,-37.0,2021-22,2022-02-24 00:00:00,22100894
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,0,14,1,5,240,0,45,88,0.511,15,41,0.366,27,32,0.844,10,36,60,36,23,10,12,7,132,60.0,132.0,0,0.6428571428571429,37.0,2021-22,2022-02-24 00:00:00,22100894
LA,Clippers,1610612746,1,0,1,0,0,0,0,6,1,5,240,0,48,85,0.565,15,34,0.441,8,15,0.533,6,37,49,25,18,6,12,3,119,49.0,119.0,0,0.6293103448275862,15.0,2021-22,2022-02-14 00:00:00,22100866
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,7,1,5,240,0,39,86,0.453,16,41,0.39,10,13,0.769,7,31,45,23,18,7,14,3,104,45.0,104.0,0,0.5344827586206896,-15.0,2021-22,2022-02-14 00:00:00,22100866
Golden State,Warriors,1610612744,1,0,1,0,0,0,0,12,1,5,240,0,40,90,0.444,12,38,0.316,25,34,0.735,10,40,62,24,24,4,9,3,117,62.0,117.0,0,0.5663716814159292,2.0,2021-22,2022-02-12 00:00:00,22100854
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,1,7,1,5,240,0,41,88,0.466,11,27,0.407,22,33,0.667,12,36,55,25,24,5,9,6,115,55.0,115.0,0,0.6,-2.0,2021-22,2022-02-12 00:00:00,22100854
Golden State,Warriors,1610612744,0,1,0,1,0,0,1,7,1,5,240,0,42,91,0.462,15,45,0.333,15,17,0.882,5,33,45,27,24,4,8,5,114,45.0,114.0,0,0.5702479338842975,-2.0,2021-22,2022-02-10 00:00:00,22100837
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,2,15,1,5,240,0,39,90,0.433,14,36,0.389,24,33,0.727,16,35,66,24,18,3,15,3,116,66.0,116.0,0,0.5575221238938053,2.0,2021-22,2022-02-10 00:00:00,22100837
Utah,Jazz,1610612762,1,0,1,0,0,0,3,9,1,5,240,0,41,89,0.461,17,51,0.333,12,17,0.706,11,41,61,26,16,3,12,9,111,61.0,111.0,0,0.5775862068965517,26.0,2021-22,2022-02-09 00:00:00,22100828
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,2,11,1,5,240,0,28,78,0.359,16,43,0.372,13,17,0.765,3,32,46,17,19,8,13,3,85,46.0,85.0,0,0.4285714285714285,-26.0,2021-22,2022-02-09 00:00:00,22100828
Oklahoma City,Thunder,1610612760,0,1,0,1,0,0,1,5,1,5,240,0,37,90,0.411,11,36,0.306,13,17,0.765,18,32,55,21,14,8,18,2,98,55.0,98.0,0,0.5225225225225225,-12.0,2021-22,2022-02-07 00:00:00,22100813
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,0,7,1,5,240,0,41,82,0.5,15,43,0.349,13,17,0.765,6,34,47,30,19,12,15,3,110,47.0,110.0,0,0.5867768595041323,12.0,2021-22,2022-02-07 00:00:00,22100813
Golden State,Warriors,1610612744,1,0,1,0,0,0,1,8,1,5,240,0,47,84,0.56,20,42,0.476,12,16,0.75,9,31,48,27,19,11,16,3,126,48.0,126.0,1,0.6271186440677966,12.0,2021-22,2022-02-03 00:00:00,22100785
OPPONENTS, Kings,1610612758,0,1,0,0,0,1,1,10,1,5,240,0,42,80,0.525,11,31,0.355,19,23,0.826,5,20,35,29,16,13,16,3,114,35.0,114.0,0,0.5916666666666667,-12.0,2021-22,2022-02-03 00:00:00,22100785
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,5,1,5,240,0,46,83,0.554,16,33,0.485,12,17,0.706,5,29,39,33,17,7,14,7,120,39.0,120.0,0,0.632,-4.0,2021-22,2022-02-01 00:00:00,22100771
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,2,10,1,5,240,0,43,96,0.448,20,46,0.435,18,18,1.0,15,31,56,30,17,10,16,3,124,56.0,124.0,0,0.5748031496062992,4.0,2021-22,2022-02-01 00:00:00,22100771
Houston,Rockets,1610612745,0,1,0,1,0,0,1,13,1,5,240,0,36,84,0.429,16,43,0.372,20,29,0.69,9,28,50,25,19,4,17,3,108,50.0,108.0,0,0.5213675213675214,-14.0,2021-22,2022-01-31 00:00:00,22100764
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,1,7,1,5,240,0,43,80,0.538,17,40,0.425,19,23,0.826,7,34,48,23,24,10,15,8,122,48.0,122.0,0,0.5945945945945946,14.0,2021-22,2022-01-31 00:00:00,22100764
Golden State,Warriors,1610612744,1,0,1,0,0,0,2,8,1,5,240,0,40,98,0.408,14,45,0.311,16,18,0.889,16,39,63,24,23,8,12,8,110,63.0,110.0,0,0.5423728813559322,4.0,2021-22,2022-01-29 00:00:00,22100750
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,1,8,1,5,240,0,39,98,0.398,11,28,0.393,17,21,0.81,18,34,60,21,15,7,11,10,106,60.0,106.0,0,0.5357142857142857,-4.0,2021-22,2022-01-29 00:00:00,22100750
Golden State,Warriors,1610612744,1,0,1,0,0,0,1,6,1,5,240,0,44,82,0.537,21,36,0.583,15,21,0.714,10,37,53,31,23,8,19,3,124,53.0,124.0,1,0.6147540983606558,9.0,2021-22,2022-01-27 00:00:00,22100734
OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,0,9,1,5,240,0,42,95,0.442,10,44,0.227,21,27,0.778,10,31,50,22,15,10,9,4,115,50.0,115.0,0,0.5517241379310345,-9.0,2021-22,2022-01-27 00:00:00,22100734
Golden State,Warriors,1610612744,1,0,1,0,0,0,1,6,1,5,240,0,36,83,0.434,13,42,0.31,9,10,0.9,10,30,46,19,19,8,10,5,94,46.0,94.0,0,0.5392156862745098,2.0,2021-22,2022-01-23 00:00:00,22100708
